teryt;okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
080000;1;14;PiS;Pogorzelec Marek;314;0.44;2.41;N;M
080000;1;01;SLD;Jędrzejczak Tadeusz;2741;3.83;29.54;T;M
080000;1;02;SLD;Andrzejczak Bogusław Albin;923;1.29;9.95;N;M
080000;1;03;SLD;Winnicka Mirosława Weronika;1361;1.90;14.67;N;K
080000;1;04;SLD;Tymszan Paweł Witold;1067;1.49;11.50;N;M
080000;1;05;SLD;Płotecka Marlena Ewa;129;0.18;1.39;N;K
080000;1;06;SLD;Popławski Emilian Arkadiusz;84;0.12;0.91;N;M
080000;1;07;SLD;Och Ewa Maria;332;0.46;3.58;N;K
080000;1;08;SLD;Chudzik Stanisław Zbigniew;373;0.52;4.02;N;M
080000;1;09;SLD;Dominikowska Elżbieta Zofia;335;0.47;3.61;N;K
080000;1;10;SLD;Tomasik Tadeusz Henryk;153;0.21;1.65;N;M
080000;1;11;SLD;Raksa Iwona Marzena;173;0.24;1.86;N;K
080000;1;12;SLD;Kempa Robert Paweł;101;0.14;1.09;N;M
080000;1;13;SLD;Zenelt Ewa;161;0.22;1.73;N;M
080000;1;14;SLD;Kochanowski Jan;1347;1.88;14.52;N;M
080000;2;01;PO;Możejko Tomasz;3193;5.32;30.40;T;M
080000;2;02;PO;Hudziak Mirosław Rafał;507;0.84;4.83;N;M
080000;2;03;PO;Osos Katarzyna;1156;1.92;11.01;N;M
080000;2;04;PO;Pilarczyk Jarosław Tadeusz;520;0.87;4.95;N;M
080000;2;05;PO;Piotrowski Krzysztof Paweł;634;1.06;6.04;N;M
080000;2;06;PO;Kotus Beata;444;0.74;4.23;N;M
080000;2;07;PO;Bodziacki Ryszard Krzysztof;1078;1.79;10.26;N;M
080000;2;08;PO;Nowak-Lewicka Ewa Marzena;248;0.41;2.36;N;K
080000;2;09;PO;Czachor Jan Edward;491;0.82;4.67;N;M
080000;2;10;PO;Kozak Elżbieta;336;0.56;3.20;N;M
080000;2;11;PO;Lebiotkowska Katarzyna Anna;604;1.01;5.75;N;K
080000;2;12;PO;Antonowicz Kazimierz;1293;2.15;12.31;N;M
080000;2;01;PSL;Kołodziej Zbigniew Jan;4625;7.70;29.60;T;M
080000;2;02;PSL;Dereń Grażyna;1871;3.11;11.98;T;M
080000;2;03;PSL;Libera Michał Jerzy;1528;2.54;9.78;N;M
080000;2;04;PSL;Peczkajtis Stanisław;1089;1.81;6.97;N;M
080000;2;05;PSL;Kulczyński Sławomir;1121;1.87;7.17;N;M
080000;2;06;PSL;Budych Agnieszka;728;1.21;4.66;N;M
080000;2;07;PSL;Gruca Iwona Ewa;966;1.61;6.18;N;K
080000;2;08;PSL;Roman Romuald Andrzej;969;1.61;6.20;N;M
080000;2;09;PSL;Jażdżewska Małgorzata;446;0.74;2.85;N;K
080000;2;10;PSL;Deptuch Bogusława Gabriela;694;1.16;4.44;N;K
080000;2;11;PSL;Kapica Ryszard Piotr;619;1.03;3.96;N;M
080000;2;12;PSL;Rębacz Maciej Stanisław;968;1.61;6.20;N;M
080000;2;01;PiS;Dajczak Władysław;4054;6.75;44.09;T;M
080000;2;02;PiS;Grabarek Grzegorz;1342;2.23;14.59;N;M
080000;2;03;PiS;Motowidełko Bogusław;1026;1.71;11.16;N;M
080000;2;04;PiS;Wąsiel Mariusz;372;0.62;4.05;N;M
080000;2;05;PiS;Jabłoński Roman;243;0.40;2.64;N;M
080000;2;06;PiS;Żero Leon;224;0.37;2.44;N;M
080000;2;07;PiS;Chomiak Eleonora Danuta;202;0.34;2.20;N;K
080000;2;08;PiS;Bohuszko Małgorzata Wanda;341;0.57;3.71;N;K
080000;2;09;PiS;Pilecka Jadwiga;274;0.46;2.98;N;K
080000;2;10;PiS;Trzpis Gabriela Marianna;265;0.44;2.88;N;K
080000;2;11;PiS;Ganczarska Zofia;180;0.30;1.96;N;K
080000;2;12;PiS;Fabianowicz Zenon;672;1.12;7.31;N;M
080000;2;01;SLD;Fedko Edward Jan;5280;8.79;39.03;T;M
080000;2;02;SLD;Zaręba Marek Bogusław;4839;8.05;35.77;T;M
080000;2;03;SLD;Jaworska Maria;750;1.25;5.54;N;K
080000;2;04;SLD;Czajkowski Henryk Franciszek;334;0.56;2.47;N;M
080000;2;05;SLD;Iwanicka Karolina;136;0.23;1.01;N;K
080000;2;06;SLD;Klajnerok Piotr;239;0.40;1.77;N;M
080000;2;07;SLD;Topolska Grażyna;249;0.41;1.84;N;K
080000;2;08;SLD;Wontor Tomasz;695;1.16;5.14;N;M
080000;2;09;SLD;Glinka Aleksandra Kaja;248;0.41;1.83;N;K
080000;2;10;SLD;Kurz Beata Maria;280;0.47;2.07;N;K
080000;2;11;SLD;Ratajczak Alicja;320;0.53;2.37;N;M
080000;2;12;SLD;Kaczmarczyk Jacek Aleksander;157;0.26;1.16;N;M
080000;3;01;PO;Maciuszonek Wacław Jan;2183;4.82;26.91;T;M
080000;3;02;PO;Kowsz Bogdan Lech;382;0.84;4.71;N;M
080000;3;03;PO;Garczyński Grzegorz;1517;3.35;18.70;N;M
080000;3;04;PO;Skołozubow Iwona Bernarda;286;0.63;3.53;N;K
080000;3;05;PO;Gaik Sławomir Andrzej;1192;2.63;14.69;N;M
080000;3;06;PO;Gryczyńska Monika Anna;303;0.67;3.73;N;K
080000;3;07;PO;Kropski Jarosław Feliks;733;1.62;9.03;N;M
080000;3;08;PO;Jurkowski Henryk;565;1.25;6.96;N;M
080000;3;09;PO;Kula Teresa;374;0.83;4.61;N;K
080000;3;10;PO;Stepa Elżbieta Maria;578;1.28;7.12;N;K
080000;3;01;PSL;Majewski Tomasz Jerzy;1465;3.24;14.78;N;M
080000;3;02;PSL;Paduszyński Zdzisław Franciszek;1729;3.82;17.44;N;M
080000;3;03;PSL;Chinalska Anna;1880;4.15;18.96;T;K
080000;3;04;PSL;Lachowicz Grażyna;778;1.72;7.85;N;M
080000;3;05;PSL;Przygalińska Teresa;755;1.67;7.61;N;K
080000;3;06;PSL;Brzeziński Jacek Artur;699;1.54;7.05;N;M
080000;3;07;PSL;Krajniak Sabina;385;0.85;3.88;N;M
080000;3;08;PSL;Rzepka Władysław;376;0.83;3.79;N;K
080000;3;09;PSL;Sikorski Zbigniew Krzysztof;345;0.76;3.48;N;M
080000;3;10;PSL;Leśko Wiesław;1503;3.32;15.16;N;M
080000;3;01;PiS;Ardelli Tadeusz;3603;7.96;51.53;T;M
080000;3;02;PiS;Kaczmarek-Skóra Krystyna;712;1.57;10.18;N;K
080000;3;03;PiS;Szymański Krzysztof Józef;618;1.36;8.84;N;M
080000;3;04;PiS;Timoszyk Bogusław;274;0.61;3.92;N;M
080000;3;05;PiS;Kowalczuk Ryszard Stanisław;338;0.75;4.83;N;M
080000;3;06;PiS;Nowak Teresa Krystyna;276;0.61;3.95;N;K
080000;3;07;PiS;Sachar Stanisław;192;0.42;2.75;N;M
080000;3;08;PiS;Chwiedziuk Maria Agnieszka;220;0.49;3.15;N;K
080000;3;09;PiS;Lichodziejewska Agnieszka;245;0.54;3.50;N;K
080000;3;10;PiS;Dziadek Anna Beata;514;1.14;7.35;N;K
080000;3;01;SLD;Bartkowiak Józef;1339;2.96;15.72;N;M
080000;3;02;SLD;Wołowicz Franciszek;3046;6.73;35.75;T;M
080000;3;03;SLD;Lech-Kowalska Agnieszka Anna;626;1.38;7.35;N;K
080000;3;04;SLD;Pawłowska Beata Katarzyna;396;0.87;4.65;N;K
080000;3;05;SLD;Rau Emil;807;1.78;9.47;N;M
080000;3;06;SLD;Gąszczak Renata Zuzanna;103;0.23;1.21;N;K
080000;3;07;SLD;Barski Zbigniew Waldemar;386;0.85;4.53;N;M
080000;3;08;SLD;Olgrzymek Leszek Piotr;197;0.44;2.31;N;M
080000;3;09;SLD;Rafalski Rafał;922;2.04;10.82;N;M
080000;3;10;SLD;Kumor-Pilarczyk Izabela Ewa;698;1.54;8.19;N;K
080000;4;01;PO;Polak Elżbieta Anna;6613;12.51;35.39;T;K
080000;4;02;PO;Nowak Bogdan Narcyz;638;1.21;3.41;N;M
080000;4;03;PO;Urbaniak Adam Maciej;1304;2.47;6.98;N;M
080000;4;04;PO;Pająk Tadeusz;1217;2.30;6.51;N;M
080000;4;05;PO;Ciemnoczołowski Sebastian Sylwester;1039;1.97;5.56;N;M
080000;4;06;PO;Kałuża Janina Krystyna;199;0.38;1.06;N;K
080000;4;07;PO;Krojcig Danuta Ewa;528;1.00;2.83;N;K
080000;4;08;PO;Odważny Ignacy;1435;2.72;7.68;T;M
080000;4;09;PO;Adamczyk Bożena;234;0.44;1.25;N;M
080000;4;10;PO;Haręźlak Wioleta Elżbieta;623;1.18;3.33;N;K
080000;4;11;PO;Adamczak Rafał Zdzisław;189;0.36;1.01;N;M
080000;4;12;PO;Kubicki Janusz Krzysztof;4667;8.83;24.98;T;M
080000;4;01;PSL;Fiedorowicz Czesław;2922;5.53;26.87;T;M
080000;4;02;PSL;Polak Elżbieta Olga;2603;4.93;23.94;N;K
080000;4;03;PSL;Zalewski Mariusz;1083;2.05;9.96;N;M
080000;4;04;PSL;Doszel Anna Katarzyna;467;0.88;4.29;N;K
080000;4;05;PSL;Fabiś Jerzy Antoni;1455;2.75;13.38;N;M
080000;4;06;PSL;Grupa Bronisława Regina;313;0.59;2.88;N;K
080000;4;07;PSL;Andrykiewicz Jan Tadeusz;247;0.47;2.27;N;M
080000;4;08;PSL;Sokołowska Stanisława;184;0.35;1.69;N;K
080000;4;09;PSL;Nieżurbida Rafał Aleksander;592;1.12;5.44;N;M
080000;4;10;PSL;Piotrowski Jerzy Wojciech;330;0.62;3.03;N;M
080000;4;11;PSL;Karkosz Irena;364;0.69;3.35;N;M
080000;4;12;PSL;Dąbrowski Arkadiusz Jan;314;0.59;2.89;N;M
080000;4;01;PiS;Perczak Wojciech;1592;3.01;15.33;N;M
080000;4;02;PiS;Kościk Zbigniew;4002;7.57;38.53;T;M
080000;4;03;PiS;Barczak Piotr;856;1.62;8.24;N;M
080000;4;04;PiS;Żołądziejewski Zbigniew Piotr;360;0.68;3.47;N;M
080000;4;05;PiS;Ronowicz Bożena;1123;2.12;10.81;N;M
080000;4;06;PiS;Łatwiński Kazimierz;446;0.84;4.29;N;M
080000;4;07;PiS;Toroń-Fórmanek Barbara Violetta;149;0.28;1.43;N;K
080000;4;08;PiS;Budziński Jacek Wojciech;847;1.60;8.15;N;M
080000;4;09;PiS;Jędrzejczak-Siłka Alicja Janina;89;0.17;0.86;N;K
080000;4;10;PiS;Szymkowiak Eleonora Maria;518;0.98;4.99;N;K
080000;4;11;PiS;Zawiślak Małgorzata Iwona;122;0.23;1.17;N;K
080000;4;12;PiS;Zelisko Mirosław Marek;284;0.54;2.73;N;M
080000;4;01;SLD;Wontor Tomasz Paweł;2395;4.53;40.57;T;M
080000;4;02;SLD;Gryko Lidia;991;1.88;16.79;N;M
080000;4;03;SLD;Owoc Alfred Antoni;870;1.65;14.74;N;M
080000;4;04;SLD;Walkowiak Grażyna Stefania;305;0.58;5.17;N;K
080000;4;05;SLD;Cygański Zbigniew Władysław;378;0.72;6.40;N;M
080000;4;06;SLD;Karasiów Tatiana Wiesława;166;0.31;2.81;N;K
080000;4;07;SLD;Cieślikowski Jerzy;34;0.06;0.58;N;M
080000;4;08;SLD;Borowczak Malwina Marianna;86;0.16;1.46;N;K
080000;4;09;SLD;Radny Bogdan;354;0.67;6.00;N;M
080000;4;10;SLD;Berbeć Karolina Agata;95;0.18;1.61;N;K
080000;4;11;SLD;Kowalski Andrzej Roch;91;0.17;1.54;N;M
080000;4;12;SLD;Małodobry Adam;138;0.26;2.34;N;M
080000;5;01;PO;Ganczar Ireneusz;2040;3.38;14.08;N;M
080000;5;02;PO;Osińska Bożena Krystyna;2814;4.67;19.42;T;K
080000;5;03;PO;Jersak Karol Piotr;1656;2.75;11.43;N;M
080000;5;04;PO;Rybnicki Tadeusz;303;0.50;2.09;N;M
080000;5;05;PO;Balcerzak Klaudiusz;2676;4.44;18.47;T;M
080000;5;06;PO;Jagasek Paweł Piotr;634;1.05;4.38;N;M
080000;5;07;PO;Rewkowska Iwona Krystyna;123;0.20;0.85;N;K
080000;5;08;PO;Plucińska Marzenna Jadwiga;1325;2.20;9.14;N;K
080000;5;09;PO;Lachowicz - Murawska Małgorzata Iwona;305;0.51;2.10;N;K
080000;5;10;PO;Łazarów - Janiak Elżbieta Genowefa;274;0.45;1.89;N;K
080000;5;11;PO;Rosner Maciej Samuel;385;0.64;2.66;N;M
080000;5;12;PO;Marchewka Daniel;1955;3.24;13.49;N;K
080000;5;01;PSL;Tomczyszyn Stanisław;4983;8.26;33.38;T;M
080000;5;02;PSL;Rubacha Józef Marcin;3114;5.16;20.86;T;M
080000;5;03;PSL;Pawlak Natalia;1301;2.16;8.71;N;M
080000;5;04;PSL;Stankiewicz - Chudak Justyna Maria;418;0.69;2.80;N;K
080000;5;05;PSL;Czajkowska Dorota Danuta;670;1.11;4.49;N;K
080000;5;06;PSL;Nowicki Włodzimierz;783;1.30;5.24;N;M
080000;5;07;PSL;Suda Irena;606;1.00;4.06;N;K
080000;5;08;PSL;Komar Anna Sylwia;557;0.92;3.73;N;K
080000;5;09;PSL;Walkowiak Tadeusz Józef;643;1.07;4.31;N;M
080000;5;10;PSL;Jaskulska Justyna Anna;704;1.17;4.72;N;K
080000;5;11;PSL;Starosta Michał Waldemar;622;1.03;4.17;N;M
080000;5;12;PSL;Bekulard Lech Wacław;528;0.88;3.54;N;M
080000;5;01;PiS;Paluch Robert Jarosław;4459;7.39;47.01;T;M
080000;5;02;PiS;Gośniowska - Kola Małgorzata Barbara;2648;4.39;27.92;N;K
080000;5;03;PiS;Uchto Bogusław Stanisław;172;0.29;1.81;N;M
080000;5;04;PiS;Borkowska Patrycja Janina;457;0.76;4.82;N;K
080000;5;05;PiS;Srebniak - Buszewska Marta Maria;144;0.24;1.52;N;K
080000;5;06;PiS;Chojna Krystyna;315;0.52;3.32;N;K
080000;5;07;PiS;Gała Jolanta Renata;305;0.51;3.22;N;K
080000;5;08;PiS;Lenarczyk Leszek Andrzej;176;0.29;1.86;N;M
080000;5;09;PiS;Floriańczyk Natalia Karolina;102;0.17;1.08;N;K
080000;5;10;PiS;Bortnowski Patryk Adrian;127;0.21;1.34;N;M
080000;5;11;PiS;Budakowska Jadwiga;226;0.37;2.38;N;K
080000;5;12;PiS;Poniedziałek Roman;354;0.59;3.73;N;M
080000;5;01;SLD;Pańtak Kazimierz;2134;3.54;36.42;N;M
080000;5;02;SLD;Danielak Jolanta Ryszarda;484;0.80;8.26;N;K
080000;5;03;SLD;Szura Zbigniew Jan;204;0.34;3.48;N;M
080000;5;04;SLD;Molenda Halina;290;0.48;4.95;N;K
080000;5;05;SLD;Markiewicz Edward;269;0.45;4.59;N;M
080000;5;06;SLD;Gruber Elżbieta;236;0.39;4.03;N;M
080000;5;07;SLD;Kąkalec Kazimierz Jan;351;0.58;5.99;N;M
080000;5;08;SLD;Górska - Rabczewska Beata;123;0.20;2.10;N;K
080000;5;09;SLD;Karaś Wiesław Adam;286;0.47;4.88;N;M
080000;5;10;SLD;Pastuszak Dorota Maria;211;0.35;3.60;N;K
080000;5;11;SLD;Kotzbach Jan;214;0.35;3.65;N;M
080000;5;12;SLD;Galent Bolesław;1058;1.75;18.05;N;M
100000;1;01;PO;Zdanowska Hanna Elżbieta;47367;23.51;50.36;T;K
100000;1;02;PO;Skrzydlewska Joanna Katarzyna;23102;11.46;24.56;T;K
100000;1;03;PO;Bugajski Marcin Andrzej;5294;2.63;5.63;T;M
100000;1;04;PO;Piotrowski Tomasz Marcin;4549;2.26;4.84;T;M
100000;1;05;PO;Rabiega Anna Barbara;2369;1.18;2.52;N;K
100000;1;06;PO;Ziemniewicz Bożena Maria;2571;1.28;2.73;T;K
100000;1;07;PO;Orzeł Andrzej Witold;856;0.42;0.91;N;M
100000;1;08;PO;Jagoda Dorota Agnieszka;1318;0.65;1.40;N;K
100000;1;09;PO;Kolczyńska Sylwia;729;0.36;0.78;N;K
100000;1;10;PO;Weśka Piotr Tomasz;293;0.15;0.31;N;M
100000;1;11;PO;Miłkowski Paweł Tadeusz;318;0.16;0.34;N;M
100000;1;12;PO;Woźniak Marcin Bartłomiej;453;0.22;0.48;N;M
100000;1;13;PO;Snarska Katarzyna Anna;454;0.23;0.48;N;K
100000;1;14;PO;Wojda Mariola Marzena;410;0.20;0.44;N;K
100000;1;15;PO;Kołodziejski Krzysztof Wiesław;1149;0.57;1.22;N;M
100000;1;16;PO;Placek Marek;594;0.29;0.63;N;M
100000;1;17;PO;Klimczuk-Karolak Marta Kamila;380;0.19;0.40;N;K
100000;1;18;PO;Stasiak Marta Katarzyna;1847;0.92;1.96;N;K
100000;1;01;PSL;Siemiński Henryk Stanisław;1679;0.83;14.26;N;M
100000;1;02;PSL;Łuniewska-Bury Jolanta;1130;0.56;9.60;N;M
100000;1;03;PSL;Kowalski Mariusz Krzysztof;1078;0.53;9.16;N;M
100000;1;04;PSL;Majewski Eugeniusz Paweł;790;0.39;6.71;N;M
100000;1;05;PSL;Bernacka Ewa Katarzyna;891;0.44;7.57;N;K
100000;1;06;PSL;Żebrowski Michał Robert;870;0.43;7.39;N;M
100000;1;07;PSL;Zgierska Wiesława Teresa;904;0.45;7.68;N;K
100000;1;08;PSL;Dziugan Piotr Tomasz;217;0.11;1.84;N;M
100000;1;09;PSL;Krasoń Urszula Halina;564;0.28;4.79;N;K
100000;1;10;PSL;Chmielewska-Pytka Beata Joanna;581;0.29;4.94;N;K
100000;1;11;PSL;Biernat Dariusz;566;0.28;4.81;N;M
100000;1;12;PSL;Borek Czesław Tadeusz;249;0.12;2.12;N;M
100000;1;13;PSL;Szewczyk Sylwia;580;0.29;4.93;N;M
100000;1;14;PSL;Kozłowski Krzysztof Jerzy;280;0.14;2.38;N;M
100000;1;15;PSL;Królewiak Dorota Bogumiła;235;0.12;2.00;N;K
100000;1;16;PSL;Mikke Jerzy Andrzej;269;0.13;2.29;N;M
100000;1;17;PSL;Dydo Sławomir Andrzej;143;0.07;1.21;N;M
100000;1;18;PSL;Pyka Marek Michał;745;0.37;6.33;N;M
100000;1;01;PiS;Kopcińska Joanna Maria;28127;13.96;51.35;T;K
100000;1;02;PiS;Rosiak Halina Barbara;6254;3.10;11.42;T;K
100000;1;03;PiS;Fisiak Włodzimierz;5942;2.95;10.85;T;M
100000;1;04;PiS;Ługowska-Bulak Sylwia;2800;1.39;5.11;N;M
100000;1;05;PiS;Szałkowska-West Ewa Maria;1011;0.50;1.85;N;K
100000;1;06;PiS;Król Michał Tomasz;4235;2.10;7.73;N;M
100000;1;07;PiS;Korwin-Kochanowski Piotr Tadeusz;808;0.40;1.48;N;M
100000;1;08;PiS;Szydłowski Adam Marian;612;0.30;1.12;N;M
100000;1;09;PiS;Kocimowska-Badek Anna;535;0.27;0.98;N;M
100000;1;10;PiS;Milczarek Piotr Stefan;486;0.24;0.89;N;M
100000;1;11;PiS;Stachurska Sylwia Maria;524;0.26;0.96;N;K
100000;1;12;PiS;Saar Mieczysław Włodzimierz;575;0.29;1.05;N;M
100000;1;13;PiS;Hetmanek Waldemar Henryk;122;0.06;0.22;N;M
100000;1;14;PiS;Olejnik Tomasz Piotr;531;0.26;0.97;N;M
100000;1;15;PiS;Kolasa Dawid Tomasz;323;0.16;0.59;N;M
100000;1;16;PiS;Gajewski Janusz Wojciech;345;0.17;0.63;N;M
100000;1;17;PiS;Krych Przemysław Mirosław;254;0.13;0.46;N;M
100000;1;18;PiS;Jakubowska Ilona Adrianna;1292;0.64;2.36;N;K
100000;1;01;SLD;Bors Piotr Marcin;6902;3.43;29.62;T;M
100000;1;02;SLD;Kralkowska Ewa;4233;2.10;18.16;N;K
100000;1;03;SLD;Niewiadomski Józef Stanisław;2788;1.38;11.96;N;M
100000;1;04;SLD;Tomaszewska Jadwiga;1531;0.76;6.57;N;K
100000;1;05;SLD;Hałatyn-Burda Oksana Danuta;897;0.45;3.85;N;K
100000;1;06;SLD;Nowakowska Alicja Grażyna;676;0.34;2.90;N;K
100000;1;07;SLD;Ługowski Henryk Marek;333;0.17;1.43;N;M
100000;1;08;SLD;Rogalska Wielisława Kazimiera;290;0.14;1.24;N;K
100000;1;09;SLD;Wnuk Alina;635;0.32;2.72;N;M
100000;1;10;SLD;Nadolski Marek Grzegorz;728;0.36;3.12;N;M
100000;1;11;SLD;Krysiak Halina;376;0.19;1.61;N;M
100000;1;12;SLD;Winer Jolanta Czesława;209;0.10;0.90;N;K
100000;1;13;SLD;Stępień Władysław;831;0.41;3.57;N;M
100000;1;14;SLD;Jabłoński Marek Jerzy;350;0.17;1.50;N;M
100000;1;15;SLD;Rosińska Anna Monika;438;0.22;1.88;N;K
100000;1;16;SLD;Walczak Joanna Jolanta;384;0.19;1.65;N;K
100000;1;17;SLD;Błoch Jacek Dariusz;532;0.26;2.28;N;M
100000;1;18;SLD;Chojnacka Maria Jolanta;1171;0.58;5.02;N;K
100000;2;01;PO;Gołek Świętosław Stanisław;6358;5.06;21.76;N;M
100000;2;02;PO;Rafalska Ilona Maria;7907;6.29;27.06;T;K
100000;2;03;PO;Sikora Jacek;7433;5.92;25.44;N;K
100000;2;04;PO;Zakrzewska Danuta Ewa;2296;1.83;7.86;N;K
100000;2;05;PO;Chucki Jan;918;0.73;3.14;N;M
100000;2;06;PO;Strumian Edyta Grażyna;696;0.55;2.38;N;K
100000;2;07;PO;Kołodziejczak Justyna Daria;1027;0.82;3.52;N;K
100000;2;08;PO;Wasilewska Teresa Regina;704;0.56;2.41;N;K
100000;2;09;PO;Riabinowski Jerzy Antoni;205;0.16;0.70;N;M
100000;2;10;PO;Urbaniak Paweł;1672;1.33;5.72;N;M
100000;2;01;PSL;Bejda Paweł Jan;12451;9.91;29.61;T;M
100000;2;02;PSL;Górczyński Andrzej Robert;8032;6.39;19.10;T;M
100000;2;03;PSL;Wielec Ewa;2865;2.28;6.81;N;M
100000;2;04;PSL;Kapka Przemysław Łukasz;1439;1.15;3.42;N;M
100000;2;05;PSL;Dzierżek Bohdan Cezary;2400;1.91;5.71;N;M
100000;2;06;PSL;Kacprzak Elżbieta Ewa;2362;1.88;5.62;N;K
100000;2;07;PSL;Kozanecka Aleksandra Agnieszka;2269;1.81;5.40;N;K
100000;2;08;PSL;Jasińska Justyna Magdalena;1322;1.05;3.14;N;K
100000;2;09;PSL;Gajda Tadeusz Stanisław;4441;3.53;10.56;N;M
100000;2;10;PSL;Szpakowski Dariusz Jarosław;4466;3.55;10.62;N;M
100000;2;01;PiS;Spychalski Błażej Henryk;9774;7.78;32.38;T;M
100000;2;02;PiS;Baryła Robert Piotr;3627;2.89;12.02;T;M
100000;2;03;PiS;Fisiak Michał Jarosław;2918;2.32;9.67;N;M
100000;2;04;PiS;Owczarzak Michał;1005;0.80;3.33;N;M
100000;2;05;PiS;Śmiałek Jolanta Krystyna;2191;1.74;7.26;N;K
100000;2;06;PiS;Niciak Ewelina Elżbieta;1809;1.44;5.99;N;K
100000;2;07;PiS;Stajuda Łukasz;1284;1.02;4.25;N;K
100000;2;08;PiS;Rutkowska-Liberska Renata Anna;1342;1.07;4.45;N;K
100000;2;09;PiS;Gajda Krzysztof Paweł;3087;2.46;10.23;N;M
100000;2;10;PiS;Antczak Alicja Elżbieta;3150;2.51;10.43;N;K
100000;2;01;SLD;Dziemdziela Paweł;4107;3.27;36.89;N;K
100000;2;02;SLD;Staszewska Izabela Wanda;1343;1.07;12.06;N;K
100000;2;03;SLD;Łebkowski Paweł Krzysztof;659;0.52;5.92;N;M
100000;2;04;SLD;Struszczak Dariusz Bolesław;368;0.29;3.31;N;M
100000;2;05;SLD;Przytulska Maria Nina;938;0.75;8.43;N;K
100000;2;06;SLD;Talarowski Bogdan Marian;696;0.55;6.25;N;M
100000;2;07;SLD;Barańska-Kiemaczyńska Tamara Apolonia;655;0.52;5.88;N;K
100000;2;08;SLD;Szydlik Grzegorz;306;0.24;2.75;N;M
100000;2;09;SLD;Roszczyk Dorota Zofia;253;0.20;2.27;N;K
100000;2;10;SLD;Luksztejdt Agnieszka;1807;1.44;16.23;N;M
100000;3;01;PO;Stępień Witold Heronim;12918;6.88;31.23;T;M
100000;3;02;PO;Szkopińska Iwona Barbara;4123;2.20;9.97;N;K
100000;3;03;PO;Jarosławska Joanna Beata;3741;1.99;9.05;N;K
100000;3;04;PO;Lipowski Bogdan Piotr;1135;0.60;2.74;N;M
100000;3;05;PO;Ryl Dorota Helena;6491;3.46;15.69;T;K
100000;3;06;PO;Kaczmarek Józef;2302;1.23;5.57;N;M
100000;3;07;PO;Szymańska Jolanta;1863;0.99;4.50;N;K
100000;3;08;PO;Goszczak Sławomir Paweł;1060;0.56;2.56;N;M
100000;3;09;PO;Płóciennik Wiktor Adam;691;0.37;1.67;N;M
100000;3;10;PO;Bartos Bartłomiej;1114;0.59;2.69;N;M
100000;3;11;PO;Drohomirecka Ewa Małgorzata;478;0.25;1.16;N;K
100000;3;12;PO;Jasiński Janusz;1063;0.57;2.57;N;M
100000;3;13;PO;Hodyr Zdzisława Elżbieta;1050;0.56;2.54;N;K
100000;3;14;PO;Piczman Zbigniew Jan;451;0.24;1.09;N;M
100000;3;15;PO;Sadowska Teresa Elżbieta;899;0.48;2.17;N;K
100000;3;16;PO;Majer Piotr Lucjan;1980;1.05;4.79;N;M
100000;3;01;PSL;Stasiak Wiesław Wojciech;11818;6.29;18.81;T;M
100000;3;02;PSL;Nawrocka Elżbieta Renata;8498;4.52;13.52;T;K
100000;3;03;PSL;Chowis Andrzej Franciszek;8743;4.65;13.91;T;M
100000;3;04;PSL;Rytwiński Eugeniusz Marian;1815;0.97;2.89;N;M
100000;3;05;PSL;Graczyk Krzysztof;1884;1.00;3.00;N;M
100000;3;06;PSL;Kapica Marek;3355;1.79;5.34;N;K
100000;3;07;PSL;Nowak Adam Paweł;3634;1.93;5.78;N;M
100000;3;08;PSL;Ławniczak Artur Jerzy;3688;1.96;5.87;N;M
100000;3;09;PSL;Staniecka Sylwia Monika;1016;0.54;1.62;N;K
100000;3;10;PSL;Ziarnowska Małgorzata;1342;0.71;2.14;N;K
100000;3;11;PSL;Wyrwas Jolanta Jadwiga;1198;0.64;1.91;N;K
100000;3;12;PSL;Daniłowicz Andrzej;1549;0.82;2.46;N;M
100000;3;13;PSL;Twardowska Ewa;1527;0.81;2.43;N;K
100000;3;14;PSL;Jaskólski Wiesław;1516;0.81;2.41;N;M
100000;3;15;PSL;Ryś Agnieszka Teresa;2963;1.58;4.71;N;K
100000;3;16;PSL;Zięba-Gzik Jolanta;8296;4.42;13.20;N;M
100000;3;01;PiS;Adamczyk Piotr;12750;6.79;25.25;T;M
100000;3;02;PiS;Koperska Iwona Edyta;6044;3.22;11.97;T;K
100000;3;03;PiS;Ciebiada Krzysztof;6091;3.24;12.06;T;K
100000;3;04;PiS;Matysiak Rafał Stefan;3115;1.66;6.17;N;M
100000;3;05;PiS;Kaźmierczak Wieńczysław Jerzy;3455;1.84;6.84;N;M
100000;3;06;PiS;Bączkowski Krzysztof Henryk;833;0.44;1.65;N;M
100000;3;07;PiS;Sagan Marlena Barbara;5887;3.13;11.66;N;K
100000;3;08;PiS;Krzak Michał Bazyli;2223;1.18;4.40;N;M
100000;3;09;PiS;Hajzler Łucja Katarzyna;402;0.21;0.80;N;K
100000;3;10;PiS;Nowak Krzysztof Jan;2474;1.32;4.90;N;M
100000;3;11;PiS;Krupa-Matynia Joanna Urszula;1005;0.54;1.99;N;K
100000;3;12;PiS;Gogolewski Jacek Hieronim;567;0.30;1.12;N;M
100000;3;13;PiS;Magierowska Magdalena;421;0.22;0.83;N;K
100000;3;14;PiS;Palus Jowita Magdalena;302;0.16;0.60;N;K
