teryt;okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec;terytMZ;mzam
200000;2;01;SLD;MAŃCZUK Tomasz;1975;1.77;42.26;N;M;200104;Lipsk
200000;2;02;SLD;ZUB Jadwiga;459;0.41;9.82;N;K;200806;Mońki
200000;2;03;SLD;GAJEWSKI Ryszard Bronisław;557;0.50;11.92;N;M;206301;Suwałki
200000;2;04;SLD;KOZŁOWSKI Henryk;336;0.30;7.19;N;M;206301;Suwałki
200000;2;05;SLD;KOSAKOWSKI Jarosław;231;0.21;4.94;N;M;200101;Augustów
200000;2;06;SLD;JASIONEK Anna;315;0.28;6.74;N;K;201209;Bolcie
200000;2;07;SLD;OKUŁA Maciej;149;0.13;3.19;N;M;200213;Wasilków
200000;2;08;SLD;ŻABICKA-KRAWCZYK Bożena;193;0.17;4.13;N;K;200104;Żabickie
200000;2;09;SLD;BEDNARZ Elżbieta;194;0.17;4.15;N;K;200101;Augustów
200000;2;10;SLD;CHMIELEWSKI Andrzej Eugeniusz;264;0.24;5.65;N;M;200101;Augustów
200000;3;01;PO;PIORUNEK Jacek;8170;8.63;56.88;T;M;206201;Łomża
200000;3;02;PO;KISIEL Cezary Mikołaj;1955;2.07;13.61;N;M;206201;Łomża
200000;3;03;PO;MINDA Marek Stanisław;902;0.95;6.28;N;M;206201;Łomża
200000;3;04;PO;METELSKA Izabela;850;0.90;5.92;N;K;200702;Podgórze
200000;3;05;PO;GRODZKI Piotr;1062;1.12;7.39;N;M;201401;Zambrów
200000;3;06;PO;MICHAŁOWSKA Jadwiga;286;0.30;1.99;N;K;200701;Jedwabne
200000;3;07;PO;BAGIŃSKA Lucyna;747;0.79;5.20;N;K;200401;Grajewo
200000;3;08;PO;SAMUL Urszula Bernarda;391;0.41;2.72;N;K;200601;Kolno
200000;3;01;PSL;KRAJEWSKI Stefan;9892;10.45;52.21;T;M;201405;Krajewo Białe
200000;3;02;PSL;GROCHOWSKI Wojciech;4459;4.71;23.54;N;M;200401;Grajewo
200000;3;03;PSL;CHABEREK Robert;892;0.94;4.71;N;M;206201;Łomża
200000;3;04;PSL;SZEPELSKA Alina;626;0.66;3.30;N;K;200702;Stara Łomża Przy Szosie
200000;3;05;PSL;SOBIEWSKI Krzysztof;440;0.46;2.32;N;M;200603;Bialiki
200000;3;06;PSL;RYDZEWSKA Anna;838;0.89;4.42;N;K;200405;Szczuczyn
200000;3;07;PSL;PLONA Monika Ewa;691;0.73;3.65;N;K;200709;Dobry Las
200000;3;08;PSL;BRULIŃSKI Dariusz;1107;1.17;5.84;N;M;200707;Jakać Borki
200000;3;01;PiS;OLBRYŚ Marek;15128;15.98;32.87;T;M;206201;Łomża
200000;3;02;PiS;SEKŚCIŃSKI Adam Wojciech;5996;6.33;13.03;T;M;200601;Kolno
200000;3;03;PiS;MIECZKOWSKA Wanda Elżbieta;5391;5.70;11.71;T;K;200401;Grajewo
200000;3;04;PiS;SEKŚCIŃSKI Marcin Piotr;4264;4.51;9.26;N;M;200601;Kolno
200000;3;05;PiS;KOMOROWSKI Marek Adam;5121;5.41;11.13;T;M;201401;Zambrów
200000;3;06;PiS;MODZELEWSKI Piotr;4307;4.55;9.36;N;M;206201;Łomża
200000;3;07;PiS;FRĄCZEK Ewa;2741;2.90;5.96;N;K;200701;Jedwabne
200000;3;08;PiS;ZALEWSKA Barbara;3078;3.25;6.69;N;K;200704;Nowogród
200000;3;01;SLD;GROMADZKA Alina;737;0.78;29.96;N;K;200604;Stare Rakowo
200000;3;02;SLD;MODZELEWSKI Piotr;617;0.65;25.08;N;M;201401;Zambrów
200000;3;03;SLD;FABISZEWSKI Paweł;231;0.24;9.39;N;M;200604;Stare Rakowo
200000;3;04;SLD;PONICHTERA Ewa;241;0.25;9.80;N;K;200702;Stara Łomża nad Rzeką
200000;3;05;SLD;BRZÓZKA Mirosław;182;0.19;7.40;N;M;200602;Chełchy
200000;3;06;SLD;ZUZGA Teresa;209;0.22;8.50;N;K;200604;Kąty
200000;3;07;SLD;ŻYJEWSKA Marlena;83;0.09;3.37;N;K;200602;Grabowo
200000;3;08;SLD;SZADURSKI Piotr;160;0.17;6.50;N;M;200604;Rogienice Wielkie
200000;4;01;PO;ŻYWNO Maciej Zenon;15080;10.32;49.23;T;M;206101;Białystok
200000;4;02;PO;ŚCISŁO Hubert Krzysztof;613;0.42;2.00;N;M;200213;Wasilków
200000;4;03;PO;ŁUKASZUK Igor;7184;4.92;23.45;T;M;200301;Bielsk Podlaski
200000;4;04;PO;ROSZKOWSKA Halina;1730;1.18;5.65;N;K;201301;Wysokie Mazowieckie
200000;4;05;PO;SITARSKA Agnieszka Anna;1924;1.32;6.28;N;K;201001;Siemiatycze
200000;4;06;PO;KUBIAK Jerzy Józef;425;0.29;1.39;N;M;200209;Grabówka
200000;4;07;PO;DRAGUN Nadzieja Marzena;435;0.30;1.42;N;K;200501;Hajnówka
200000;4;08;PO;TARKAWIAN Agnieszka Ewa;850;0.58;2.77;N;K;200202;Czarna Białostocka
200000;4;09;PO;SITKIEWICZ Piotr;511;0.35;1.67;N;M;201002;Drohiczyn
200000;4;10;PO;MALINOWSKA Beata;753;0.52;2.46;N;K;200203;Fasty
200000;4;11;PO;KAMIŃSKI Adam;1126;0.77;3.68;N;M;206101;Białystok
200000;4;01;PSL;LESZCZYŃSKI Jerzy;12281;8.41;48.59;T;M;201302;Ciechanowiec
200000;4;02;PSL;JANOWSKI Mikołaj;5888;4.03;23.30;T;M;200506;Przechody
200000;4;03;PSL;BIL-JARUZELSKA Małgorzata Anna;924;0.63;3.66;N;K;206101;Białystok
200000;4;04;PSL;BIEGAŃSKA Anna;645;0.44;2.55;N;K;200213;Wasilków
200000;4;05;PSL;KRZYŻANOWSKA Bożena;852;0.58;3.37;N;K;201001;Siemiatycze
200000;4;06;PSL;KARCZEWSKI Marcin;556;0.38;2.20;N;M;200301;Bielsk Podlaski
200000;4;07;PSL;ROSZKOWSKI Daniel Karol;939;0.64;3.72;N;M;200206;Łapy
200000;4;08;PSL;TURCZEWSKI Mariusz;552;0.38;2.18;N;M;200214;Dobrzyniówka
200000;4;09;PSL;ZAWORSKA Zofia;644;0.44;2.55;N;K;200212;Tykocin
200000;4;10;PSL;KONOPKO Wiesław;1054;0.72;4.17;N;M;200206;Łapy
200000;4;11;PSL;ZAWISTOWSKA Agnieszka;939;0.64;3.72;N;K;201310;Brzóski Gromki
200000;4;01;PiS;DEREHAJŁO Stanisław;14199;9.72;23.17;T;M;200304;Kolonia Boćki
200000;4;02;PiS;SIEKIERKO Łukasz;14147;9.68;23.08;T;M;201301;Wysokie Mazowieckie
200000;4;03;PiS;ŁUKASZEWICZ Sebastian;9434;6.46;15.39;T;M;200203;Kozińce
200000;4;04;PiS;KAPICA Grzegorz;3397;2.32;5.54;N;M;200206;Łapy
200000;4;05;PiS;JAROSZEWICZ-ŁOJEWSKA Mirosława Anna;938;0.64;1.53;N;K;206101;Białystok
200000;4;06;PiS;MALINOWSKI Marek;4950;3.39;8.08;T;M;200211;Niewodnica Kościelna
200000;4;07;PiS;KONDRACIUK Krzysztof;4302;2.94;7.02;N;M;200206;Łapy
200000;4;08;PiS;SZCZUDŁO Aleksandra;6070;4.15;9.90;T;K;201302;Ciechanowiec
200000;4;09;PiS;DAWIDZIUK Irena;1560;1.07;2.55;N;K;200501;Hajnówka
200000;4;10;PiS;SIDORCZUK-USZYŃSKA Grażyna Jadwiga;1275;0.87;2.08;N;K;201001;Siemiatycze
200000;4;11;PiS;FILIPKOWSKI Zbigniew Jan;1021;0.70;1.67;N;M;201005;Niemirów
200000;4;01;SLD;PIETROCZUK Włodzimierz;3970;2.72;48.26;N;M;200501;Hajnówka
200000;4;02;SLD;JAKONIUK Agnieszka;1006;0.69;12.23;N;K;200501;Hajnówka
200000;4;03;SLD;BOROWSKI Eugeniusz;531;0.36;6.46;N;M;200303;Widowo
200000;4;04;SLD;KOROLCZUK Emilia;505;0.35;6.14;N;K;200509;Nowa Łuka
200000;4;05;SLD;OZIABŁO Piotr Marek;778;0.53;9.46;N;M;200207;Pieńki
200000;4;06;SLD;BISZ Walentyna;291;0.20;3.54;N;K;201001;Siemiatycze
200000;4;07;SLD;WARPECHOWSKI Janusz;243;0.17;2.95;N;M;200204;Radunin
200000;4;08;SLD;WAWRZYNIAK Jan Antoni;105;0.07;1.28;N;M;201007;Nurzec Stacja
200000;4;09;SLD;SKIBIŃSKI Dariusz;180;0.12;2.19;N;M;200507;Policzna
200000;4;10;SLD;CZARKOWSKA Bogusława Jadwiga;176;0.12;2.14;N;K;200501;Hajnówka
200000;4;11;SLD;IWAŃCZUK Michał;441;0.30;5.36;N;M;200301;Bielsk Podlaski
220000;1;01;PO;WAWROWSKA Danuta Krystyna;17729;9.98;25.97;T;K;221210;Grabno
220000;1;02;PO;KLEINSZMIDT Jan Krzysztof;11503;6.48;16.85;T;M;220102;Rzepnica
220000;1;03;PO;DADEL Marcin Łukasz;5261;2.96;7.71;N;M;226301;Słupsk
220000;1;04;PO;DZIERŻYŃSKI Arkadiusz Wacław;1280;0.72;1.88;N;M;221105;Mosty
220000;1;05;PO;BONNA Leszek Jacek;13709;7.72;20.08;T;M;220201;Chojnice
220000;1;06;PO;MIELEWCZYK Iwona Teresa;6076;3.42;8.90;T;K;220803;Osowo Lęborskie
220000;1;07;PO;SINGER Elżbieta;2362;1.33;3.46;N;K;220202;Brusy
220000;1;08;PO;ŁUCZYCKA Krystyna;5445;3.07;7.98;N;K;220301;Człuchów
220000;1;09;PO;SUŁKOWSKI Andrzej Ireneusz;4896;2.76;7.17;N;M;220801;Lębork
220000;1;01;PSL;ELZANOWSKI Czesław Andrzej;4655;2.62;31.06;N;M;226301;Słupsk
220000;1;02;PSL;BATKO Zbigniew Zdzisław;3662;2.06;24.43;N;M;220106;Łodzież
220000;1;03;PSL;MAREK Bogumiła;1072;0.60;7.15;N;K;220304;Grzymisław
220000;1;04;PSL;BIERNACKA Marlena Anna;1686;0.95;11.25;N;K;220204;Nowe Prusy
220000;1;05;PSL;GAJEK Stanisław;1257;0.71;8.39;N;M;221205;Kępice
220000;1;06;PSL;KRZEKOTOWSKI Jarosław Andrzej;365;0.21;2.44;N;M;220805;Nowęcin
220000;1;07;PSL;KAWAŁKO-SŁYWKA Maria;462;0.26;3.08;N;K;220110;Tuchomie
220000;1;08;PSL;ZIELIŃSKI Krzysztof Kazimierz;1063;0.60;7.09;N;M;220204;Czersk
220000;1;09;PSL;WOLANIN Izabela;765;0.43;5.10;N;K;220805;Wicko
220000;1;01;PiS;IRZYKOWSKI Sebastian Michał;16273;9.16;30.98;T;M;226301;Słupsk
220000;1;02;PiS;BARZOWSKI Jerzy;9039;5.09;17.21;T;M;220102;Rzepnica
220000;1;03;PiS;MALINOWSKI Szymon Jan;4109;2.31;7.82;N;M;220303;Wierzchowo Dworzec
220000;1;04;PiS;KACZYŃSKA Mirosława Anna;7964;4.48;15.16;T;K;220801;Lębork
220000;1;05;PiS;RUSIN Zbigniew;3259;1.83;6.20;N;M;220302;Raciniewo
220000;1;06;PiS;TOBOLSKA Monika;3552;2.00;6.76;N;K;220201;Chojnice
220000;1;07;PiS;GANŻUMOW Małgorzata Katarzyna;1859;1.05;3.54;N;K;220106;Miastko
220000;1;08;PiS;NOWIŃSKA Wioletta Maria;1797;1.01;3.42;N;K;221201;Ustka
220000;1;09;PiS;KOZŁOWSKI Jan;4674;2.63;8.90;N;M;226301;Słupsk
220000;1;01;SLD;KOBYLIŃSKI Maciej Tadeusz;6486;3.65;52.24;N;M;226301;Słupsk
220000;1;02;SLD;ŁUKASZEWICZ Anna Beata;1237;0.70;9.96;N;K;226301;Słupsk
220000;1;03;SLD;WÓJTOWICZ Marek Antoni;763;0.43;6.15;N;M;221201;Ustka
220000;1;04;SLD;MACIEJEWSKA Beata Katarzyna;1083;0.61;8.72;N;K;226301;Słupsk
220000;1;05;SLD;ATALSKI Bogusław;625;0.35;5.03;N;M;221201;Ustka
220000;1;06;SLD;TERESZCZUK Aleksandra;427;0.24;3.44;N;K;221204;Pobłocie
220000;1;07;SLD;GOMULSKI Andrzej;616;0.35;4.96;N;M;221201;Ustka
220000;1;08;SLD;WRZESIŃSKA-ROŻEK Jolanta Maria;396;0.22;3.19;N;K;226301;Słupsk
220000;1;09;SLD;ŁOSIN Dariusz Bogusław;783;0.44;6.31;N;M;220201;Chojnice
220000;2;01;PO;BYCZKOWSKI Wiesław Zbigniew;26147;10.69;26.07;T;M;226201;Gdynia
220000;2;02;PO;FILAR Paweł Jerzy;4251;1.74;4.24;N;M;226201;Gdynia
220000;2;03;PO;STRUK Andrzej Franciszek;25479;10.42;25.40;T;M;221102;Jastarnia
220000;2;04;PO;SZCZYGIEŁ Karolina Justyna;7704;3.15;7.68;T;K;221508;Łęczyce
220000;2;05;PO;BARTNICKI Andrzej;7459;3.05;7.44;T;M;226201;Gdynia
220000;2;06;PO;GIERAK-PILARCZYK Barbara Anna;5124;2.10;5.11;N;K;226401;Sopot
220000;2;07;PO;BORUSEWICZ Kinga Rozalia;6855;2.80;6.83;N;K;226101;Gdańsk
220000;2;08;PO;KRUSZYŃSKA Ewa Zofia;2196;0.90;2.19;N;K;226401;Sopot
220000;2;09;PO;MARCHWICKA Barbara Kinga;3048;1.25;3.04;N;K;226201;Gdynia
220000;2;10;PO;WITTBRODT Piotr Witold;12047;4.93;12.01;T;M;226201;Gdynia
220000;2;01;PSL;KUPCEWICZ Janusz Bogdan;4951;2.02;36.98;N;M;226201;Gdynia
220000;2;02;PSL;BUJANOWICZ Stanisława Helena;2163;0.88;16.16;N;K;221507;Luzino
220000;2;03;PSL;TKACZYK Jerzy Andrzej;2136;0.87;15.96;N;M;221107;Starzyno
220000;2;04;PSL;SZATKOWSKI Radosław Jan;1069;0.44;7.99;N;M;221501;Reda
220000;2;05;PSL;GNIAZDOWSKA Elżbieta;1018;0.42;7.60;N;K;221106;Karwieńskie Błoto Drugie
220000;2;06;PSL;WETOSZKA Krzysztof Stanisław;129;0.05;0.96;N;M;226201;Gdynia
220000;2;07;PSL;MIKOŁAJCZYK Anna;469;0.19;3.50;N;K;226201;Gdynia
220000;2;08;PSL;LEWICKI Jerzy Wojciech;370;0.15;2.76;N;M;226401;Sopot
220000;2;09;PSL;GÓRSKA Renata Zofia;884;0.36;6.60;N;K;221509;Szemud
220000;2;10;PSL;MASŁOWSKI Dorian Piotr;198;0.08;1.48;N;M;226201;Gdynia
220000;2;01;PiS;DAMBEK Roman Witold;21359;8.73;33.80;T;M;226201;Gdynia
220000;2;02;PiS;JANKOWSKA Aleksandra Helena;8934;3.65;14.14;T;K;226401;Sopot
220000;2;03;PiS;ZAGROBELNA Adriana Katarzyna;2649;1.08;4.19;N;K;221105;Pogórze
220000;2;04;PiS;KLAWITER Kazimierz;14387;5.88;22.77;T;M;221502;Rumia
220000;2;05;PiS;DENIS Andrzej Radosław;3078;1.26;4.87;N;M;226201;Gdynia
220000;2;06;PiS;WITKA-JEŻEWSKA Edyta;1660;0.68;2.63;N;K;221501;Reda
220000;2;07;PiS;OBAJTEK Bartłomiej;2274;0.93;3.60;N;M;221504;Kopalino
220000;2;08;PiS;MALOTTKI Alicja Ewa;2181;0.89;3.45;N;K;221103;Puck
220000;2;09;PiS;BARAN Grzegorz Michał;2904;1.19;4.60;N;M;226201;Gdynia
220000;2;10;PiS;KOZICKI Aleksander;3757;1.54;5.95;N;M;226201;Gdynia
220000;2;01;SLD;SENYSZYN Joanna;12807;5.24;74.91;N;K;226201;Gdynia
220000;2;02;SLD;TAUBE Stanisław Kazimierz;1017;0.42;5.95;N;M;226201;Gdynia
220000;2;03;SLD;PRONOBIS Urszula Elżbieta;352;0.14;2.06;N;K;226201;Gdynia
220000;2;04;SLD;TOEPLITZ Artur Karol;250;0.10;1.46;N;M;226201;Gdynia
220000;2;05;SLD;CIESIELSKA Marzanna Irena;443;0.18;2.59;N;K;221509;Dobrzewino
220000;2;06;SLD;JARONI Zdzisław Andrzej;350;0.14;2.05;N;M;221103;Puck
220000;2;07;SLD;KOSIŃSKA Katarzyna Anna;383;0.16;2.24;N;K;221502;Rumia
220000;2;08;SLD;MENCEL Mateusz Marek;200;0.08;1.17;N;M;221503;Wejherowo
220000;2;09;SLD;BOCHENTIN Katarzyna Krystyna;463;0.19;2.71;N;K;221107;Gnieżdżewo
220000;2;10;SLD;RÓŻAŃSKI Andrzej Wawrzyniec;831;0.34;4.86;N;M;226201;Gdynia
220000;3;01;PO;STRUK Mieczysław Emil;67569;32.62;60.41;T;M;221501;Reda
220000;3;02;PO;ZYCH-CISOŃ Hanna Maria;10216;4.93;9.13;T;K;226101;Gdańsk
220000;3;03;PO;KASPRZYK Paweł Jan;4434;2.14;3.96;N;M;220404;Borkowo
220000;3;04;PO;BENDYKOWSKI Jacek Karol;6550;3.16;5.86;N;M;226101;Gdańsk
220000;3;05;PO;MORZYŃSKA Dobrawa;5249;2.53;4.69;N;K;220401;Pruszcz Gdański
220000;3;06;PO;GRZELAK Grzegorz Andrzej;8092;3.91;7.23;T;M;226101;Gdańsk
220000;3;07;PO;POCHROŃ-FRANKOWSKI Leszek Michał;2535;1.22;2.27;N;M;226101;Gdańsk
220000;3;08;PO;KAPAŁA-SOKALSKA Agnieszka Daria;7207;3.48;6.44;T;K;226101;Gdańsk
220000;3;01;PSL;PRZYBYLSKI Wojciech Wiesław;676;0.33;28.90;N;M;226201;Gdynia
220000;3;02;PSL;BORKOWSKA Aneta Maria;683;0.33;29.20;N;K;226101;Gdańsk
220000;3;03;PSL;SZWEJK Wojciech Henryk;154;0.07;6.58;N;M;226101;Gdańsk
220000;3;04;PSL;RYBAKOWSKA Małgorzata;210;0.10;8.98;N;K;226101;Gdańsk
220000;3;05;PSL;DERDOWSKI Kazimierz Andrzej;94;0.05;4.02;N;M;220404;Straszyn
220000;3;06;PSL;KŁOS Małgorzata Maria;232;0.11;9.92;N;K;226401;Sopot
220000;3;07;PSL;GRAHN Marianna;56;0.03;2.39;N;K;226401;Sopot
220000;3;08;PSL;MŁOT Andrzej;234;0.11;10.00;N;M;226101;Gdańsk
220000;3;01;PiS;GWIAZDA Anna Teresa;29736;14.36;56.42;T;K;226101;Gdańsk
220000;3;02;PiS;GUZIKIEWICZ Karol Roman;9624;4.65;18.26;T;M;220408;Trąbki Wielkie
220000;3;03;PiS;HELMIN Wojciech;3070;1.48;5.82;N;M;226101;Gdańsk
220000;3;04;PiS;SIKORA Danuta Teresa;5612;2.71;10.65;N;K;226101;Gdańsk
220000;3;05;PiS;MERKISZ Maciej Zbigniew;655;0.32;1.24;N;M;226101;Gdańsk
220000;3;06;PiS;KOMOSA Teresa;1507;0.73;2.86;N;K;226101;Gdańsk
220000;3;07;PiS;IWASZKIEWICZ Jarosław Józef;1488;0.72;2.82;N;M;226101;Gdańsk
220000;3;08;PiS;KIZER Sławomir Krzysztof;1015;0.49;1.93;N;M;226101;Gdańsk
220000;3;01;SLD;MARKOWSKA Elżbieta Alfreda;2788;1.35;37.44;N;K;226101;Gdańsk
220000;3;02;SLD;MIONSKOWSKA Agnieszka Karina;459;0.22;6.16;N;K;226101;Gdańsk
220000;3;03;SLD;ANDRUSZKIEWICZ Krzysztof Włodzimierz;867;0.42;11.64;N;M;226101;Gdańsk
220000;3;04;SLD;HOCZYK Anna Patrycja;358;0.17;4.81;N;K;226101;Gdańsk
220000;3;05;SLD;GAJDEL Jan;165;0.08;2.22;N;M;226101;Gdańsk
220000;3;06;SLD;SOPEK Waldemar;483;0.23;6.49;N;M;226101;Gdańsk
220000;3;07;SLD;BĄK Maria Teresa;306;0.15;4.11;N;K;226101;Gdańsk
220000;3;08;SLD;POTULSKI Franciszek Józef;2020;0.98;27.13;N;M;226101;Gdańsk
220000;4;01;PO;ŚWILSKI Ryszard Jan;24180;13.87;42.48;T;M;220401;Pruszcz Gdański
220000;4;02;PO;LASKOWSKA-BOBULA Sylwia Justyna;5593;3.21;9.83;T;K;220508;Borkowo
220000;4;03;PO;TRAWICKI Paweł;4019;2.30;7.06;N;M;221305;Piece
220000;4;04;PO;NEUMANN Rafał Marek;5079;2.91;8.92;N;M;221303;Starogard Gdański
220000;4;05;PO;BARTON Marzena Halina;2420;1.39;4.25;N;K;220601;Kościerzyna
220000;4;06;PO;ŚWITAŁA Grzegorz Tomasz;2881;1.65;5.06;N;M;220604;Nowy Klincz
220000;4;07;PO;BYLIŃSKA Hanna Ewa;1231;0.71;2.16;N;K;220501;Chmielno
220000;4;08;PO;CIESIELSKA Agnieszka Katarzyna;1985;1.14;3.49;N;K;220401;Pruszcz Gdański
220000;4;09;PO;REK Danuta Bogumiła;9529;5.46;16.74;T;K;220502;Kartuzy
220000;4;01;PSL;MĘCZYKOWSKI Dariusz Franciszek;14998;8.60;51.16;T;M;220607;Grabówko
220000;4;02;PSL;HEROLD-WĄS Lucyna Kinga;8083;4.64;27.57;N;K;221313;Pinczyn
220000;4;03;PSL;DORNIAK Tomasz;2446;1.40;8.34;N;M;220508;Żukowo
220000;4;04;PSL;DASZKIEWICZ Maria Jolanta;597;0.34;2.04;N;K;221303;Starogard Gdański
220000;4;05;PSL;MICHALAK Leszek;478;0.27;1.63;N;M;220401;Pruszcz Gdański
220000;4;06;PSL;DĄBEK-STOBIERSKA Janina Maria;327;0.19;1.12;N;K;220402;Koszwały
220000;4;07;PSL;CICHOCKI Czesław;1088;0.62;3.71;N;M;221306;Szteklin
220000;4;08;PSL;RADOWSKA Alina Barbara;473;0.27;1.61;N;K;220503;Przodkowo
220000;4;09;PSL;KURECKI Bogdan Jan;827;0.47;2.82;N;M;220608;Stara Kiszewa
220000;4;01;PiS;KARCZEWSKI Piotr Mariusz;26146;14.99;46.60;T;M;220601;Kościerzyna
220000;4;02;PiS;LEYK Sylwia Ewa;4881;2.80;8.70;N;K;220502;Kartuzy
220000;4;03;PiS;SROKA Magdalena Joanna;9689;5.56;17.27;T;K;220408;Trąbki Wielkie
220000;4;04;PiS;ZWARA Piotr Roman;5797;3.32;10.33;T;M;226101;Gdańsk
220000;4;05;PiS;KEMPA Anna Magdalena;4151;2.38;7.40;N;K;220408;Trąbki Wielkie
220000;4;06;PiS;FANSLAU Marek Jerzy;2160;1.24;3.85;N;M;221312;Krąg
220000;4;07;PiS;ZGAIŃSKI Zbigniew Marian;517;0.30;0.92;N;M;226201;Gdynia
220000;4;08;PiS;JĘDRZEJCZAK Ryszard Stanisław;1176;0.67;2.10;N;M;226101;Gdańsk
220000;4;09;PiS;PILKIEWICZ Olena;1591;0.91;2.84;N;K;221303;Starogard Gdański
220000;4;01;SLD;STACHOWICZ Edmund Kazimierz;5329;3.06;62.61;N;M;221303;Starogard Gdański
220000;4;02;SLD;KAWIŃSKA Barbara Grażyna;505;0.29;5.93;N;K;226101;Gdańsk
220000;4;03;SLD;KRUGŁY Władysław Andrzej;193;0.11;2.27;N;M;220502;Dzierżążno
220000;4;04;SLD;NAKIELSKA Alina;657;0.38;7.72;N;K;220601;Kościerzyna
220000;4;05;SLD;RUDZIŃSKI Stanisław Andrzej;293;0.17;3.44;N;M;221406;Boroszewo
220000;4;06;SLD;DAMPS Grażyna Ewa;589;0.34;6.92;N;K;220502;Kartuzy
220000;4;07;SLD;JÓŹWIK Grzegorz;241;0.14;2.83;N;M;226101;Gdańsk
220000;4;08;SLD;MOCARSKA Sara Paula;181;0.10;2.13;N;K;220401;Pruszcz Gdański
220000;4;09;SLD;CZUBALA Grażyna Teresa;523;0.30;6.14;N;K;226101;Gdańsk
220000;5;01;PO;ODYA Zenon Jerzy;16401;13.79;43.00;T;M;221401;Tczew
220000;5;02;PO;MARCIŃSKA Ewa Maria;3346;2.81;8.77;N;K;220504;Tuchlino
220000;5;03;PO;KOZDROŃ Jerzy;7292;6.13;19.12;T;M;220703;Mareza
220000;5;04;PO;SOBCZYŃSKA Monika Emilia;3282;2.76;8.60;N;K;220901;Malbork
220000;5;05;PO;ŚLEDŹ Mariusz;3318;2.79;8.70;N;M;221404;Małe Walichnowy
220000;5;06;PO;DULSKA Joanna;1681;1.41;4.41;N;K;221605;Sztum
220000;5;07;PO;CZARNIECKA Anita Monika;2826;2.38;7.41;N;K;221603;Mortąg
220000;5;01;PSL;SARNOWSKI Józef Leon;8965;7.54;53.18;T;M;221605;Czernin
220000;5;02;PSL;PAWŁOWSKA Maria Urszula;2742;2.31;16.27;N;K;221004;Mikoszewo
220000;5;03;PSL;ŚWIERCZEK Tomasz;2147;1.81;12.74;N;M;220703;Gurcz
220000;5;04;PSL;KOMOSIŃSKA Urszula;758;0.64;4.50;N;K;221403;Borkowo
220000;5;05;PSL;RABESZKO Ryszard;481;0.40;2.85;N;M;220704;Rodowo
220000;5;06;PSL;WARSIŃSKA Beata Maria;558;0.47;3.31;N;K;221406;Stanisławie
220000;5;07;PSL;BILIŃSKI Tadeusz;1207;1.01;7.16;N;M;220906;Kończewice
220000;5;01;PiS;ŻEBROWSKI Arwid Marek;11503;9.67;35.61;T;M;220706;Kaniczki
220000;5;02;PiS;SZRAMOWSKI Wojciech Norbert;3733;3.14;11.56;N;M;221404;Pelplin
220000;5;03;PiS;CYMAŃSKA Marta;7338;6.17;22.72;T;K;220901;Malbork
220000;5;04;PiS;PAŁUBICKA Ewelina Maria;2796;2.35;8.66;N;K;221002;Nowy Dwór Gdański
220000;5;05;PiS;STEC Zuzanna Iga;2444;2.05;7.57;N;K;221605;Postolin
220000;5;06;PiS;WIECZOREK Jan Antoni;2052;1.73;6.35;N;M;220906;Miłoradz
220000;5;07;PiS;SEMBOROWSKI Andrzej;2433;2.05;7.53;N;M;221406;Dąbrówka
220000;5;01;SLD;ŚNIEG Andrzej Stanisław;7881;6.63;51.46;N;M;220703;Pastwa
220000;5;02;SLD;JAROSZEWSKA Marzena Justyna;1845;1.55;12.05;N;K;220907;Nowy Staw
220000;5;03;SLD;KIRSZENSTEIN Aleksander Marian;951;0.80;6.21;N;M;221402;Gniew
220000;5;04;SLD;MOCARSKA Krystyna;994;0.84;6.49;N;K;221002;Nowy Dwór Gdański
220000;5;05;SLD;MICHAŁEK Zbigniew Jan;2095;1.76;13.68;N;M;221605;Uśnice
220000;5;06;SLD;WALEJKO Aleksandra Izabela;319;0.27;2.08;N;K;220406;Pszczółki
220000;5;07;SLD;KARAŚ Adam;1229;1.03;8.03;N;M;220701;Kwidzyn
240000;1;01;PO;KOMOR Klaudiusz Stanisław;34902;13.03;51.00;T;M;246101;Bielsko-Biała
240000;1;02;PO;MOLIN Andrzej Jan;9772;3.65;14.28;T;M;240303;Wisła
240000;1;03;PO;MAŚLANKA Hubert Zbigniew;6048;2.26;8.84;N;M;241713;Świnna
240000;1;04;PO;DAL Zbigniew;1709;0.64;2.50;N;M;246101;Bielsko-Biała
240000;1;05;PO;CIEŚLAR Magdalena Maria;6614;2.47;9.66;T;K;240304;Brenna
240000;1;06;PO;PIJANOWSKI Jerzy Marcin;1460;0.54;2.13;N;M;240204;Czechowice-Dziedzice
240000;1;07;PO;KRZYŻAK Karolina Józefa;1167;0.44;1.71;N;K;240208;Bujaków
240000;1;08;PO;GÓRNISIEWICZ Magdalena Ewa;1525;0.57;2.23;N;K;240203;Buczkowice
240000;1;09;PO;ŚLĘZAK Agata;5242;1.96;7.66;N;K;246201;Bytom
240000;1;01;PSL;SZEMLA Mirosław Stanisław;7339;2.74;38.40;N;M;240203;Rybarzowice
240000;1;02;PSL;KOŻUSZNIK Danuta Maria;3545;1.32;18.55;N;K;240301;Cieszyn
240000;1;03;PSL;KARPETA Robert Paweł;2463;0.92;12.89;N;M;241715;Cisiec
240000;1;04;PSL;HACZEK Stefan Grzegorz;1286;0.48;6.73;N;M;240209;Pisarzowice
