teryt;okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec;terytMZ;mzam
160000;4;06;SLD;LISOWSKI Łukasz Jan;160;0.27;6.53;N;M;160706;Otmuchów
160000;4;07;SLD;PODOLSKI Łukasz;237;0.40;9.67;N;M;160705;Nysa
160000;5;01;PO;WACH Piotr Jakub;7261;8.74;35.09;T;M;160707;Paczków
160000;5;02;PO;WIERDAK Bogusław Jerzy;5339;6.43;25.80;T;M;160705;Nysa
160000;5;03;PO;SPYCHAŁA-NIEDŹWIECKA Izabela Ewa;1262;1.52;6.10;N;K;160101;Brzeg
160000;5;04;PO;BŁASZCZYK Jolanta Barbara;2307;2.78;11.15;N;K;160701;Głuchołazy
160000;5;05;PO;KOWALSKI Artur Jerzy;721;0.87;3.48;N;M;160705;Nysa
160000;5;06;PO;BUCZEK Zbigniew;868;1.04;4.19;N;M;160103;Grodków
160000;5;07;PO;PYTLIŃSKA Aleksandra Lucyna;469;0.56;2.27;N;K;160705;Nysa
160000;5;08;PO;WARCHAŁ Katarzyna Anna;617;0.74;2.98;N;K;160706;Lubiatów
160000;5;09;PO;PUSZCZEWICZ Krzysztof;1850;2.23;8.94;N;M;160105;Kościerzyce
160000;5;01;PSL;KRAJCZY Norbert Jan;9599;11.55;55.48;T;M;160705;Nysa
160000;5;02;PSL;FORNAL Leszek Janusz;1335;1.61;7.72;N;M;160104;Kantorowice
160000;5;03;PSL;KONOPKA Antoni Jacek;2914;3.51;16.84;T;M;160705;Sękowice
160000;5;04;PSL;JURALEWICZ Beata Jadwiga;354;0.43;2.05;N;K;160705;Nysa
160000;5;05;PSL;KROK Miłosz Stanisław;1930;2.32;11.16;N;M;160103;Grodków
160000;5;06;PSL;MADEJSKA-BARANOWSKA Anna;216;0.26;1.25;N;K;160101;Brzeg
160000;5;07;PSL;KANIA Dorota Edyta;396;0.48;2.29;N;K;160701;Głuchołazy
160000;5;08;PSL;GIŻA Krzysztof;245;0.29;1.42;N;M;160706;Otmuchów
160000;5;09;PSL;MIELNIK Alina Magdalena;312;0.38;1.80;N;K;160101;Brzeg
160000;5;01;PiS;BYCZKOWSKI Dariusz Paweł;10596;12.75;38.78;T;M;160105;Lubsza
160000;5;02;PiS;DAROWSKI Leszek Piotr;2552;3.07;9.34;N;M;160705;Nysa
160000;5;03;PiS;NAKONIECZNY Martyna Barbara;3647;4.39;13.35;T;K;160705;Nysa
160000;5;04;PiS;TRZASKAWSKA Danuta Iwona;3209;3.86;11.74;T;K;160103;Grodków
160000;5;05;PiS;LITWINOWICZ Mariusz Tomasz;1008;1.21;3.69;N;M;160104;Stroszowice
160000;5;06;PiS;KAMIŃSKI Władysław Jan;1642;1.98;6.01;N;M;160701;Głuchołazy
160000;5;07;PiS;POTOCKI Daniel Jan;1119;1.35;4.10;N;M;160103;Tarnów Grodkowski
160000;5;08;PiS;BŁACHUT Barbara Zofia;1472;1.77;5.39;N;K;160101;Brzeg
160000;5;09;PiS;PEIKERT Edyta;2081;2.50;7.62;N;K;160708;Pakosławice
160000;5;01;SLD;BANASIAK Artur Wojciech;2192;2.64;38.09;N;M;160706;Otmuchów
160000;5;02;SLD;WILK Krystyna;864;1.04;15.01;N;K;160104;Lewin Brzeski
160000;5;03;SLD;GÓRSKA Krystyna;737;0.89;12.81;N;K;160706;Otmuchów
160000;5;04;SLD;PIETRASZKO Jerzy Stanisław;263;0.32;4.57;N;M;160705;Nysa
160000;5;05;SLD;ŁUCZKÓW Józef;472;0.57;8.20;N;M;160705;Nysa
160000;5;06;SLD;ARCZYŃSKI Stanisław Wiesław;281;0.34;4.88;N;M;160705;Nysa
160000;5;07;SLD;WRÓBEL Władysława Krystyna;224;0.27;3.89;N;K;160705;Wyszków Śląski
160000;5;08;SLD;KONIECZNA Joanna Magdalena;371;0.45;6.45;N;K;160101;Brzeg
160000;5;09;SLD;ŚLIWA Mateusz Bolesław;351;0.42;6.10;N;M;160706;Kałków
180000;1;01;PO;FERET Krzysztof Adam;9328;4.45;26.99;T;M;186301;Rzeszów
180000;1;02;PO;STĘPIEŃ Danuta Waleria;6803;3.25;19.68;T;K;186301;Rzeszów
180000;1;03;PO;TOMAKA Jan Walenty;5762;2.75;16.67;N;M;181613;Nowa Wieś
180000;1;04;PO;ORDYCZYŃSKI Marek Stefan;4100;1.96;11.86;N;M;180801;Leżajsk
180000;1;05;PO;SZCZYRBA Marta Stanisława;715;0.34;2.07;N;K;186301;Rzeszów
180000;1;06;PO;HOŁUB Ewa Magdalena;2313;1.10;6.69;N;K;181001;Łańcut
180000;1;07;PO;NOWAK Stanisław;1050;0.50;3.04;N;M;186301;Rzeszów
180000;1;08;PO;ROGOWSKA Anna Jolanta;1344;0.64;3.89;N;K;186301;Rzeszów
180000;1;09;PO;GRABOWSKI Zbigniew;606;0.29;1.75;N;M;186301;Rzeszów
180000;1;10;PO;DZIKI Mirosław Artur;2546;1.21;7.37;N;M;186301;Rzeszów
180000;1;01;PSL;BARTMAN Stanisław Wojciech;4217;2.01;27.97;N;M;181004;Kraczkowa
180000;1;02;PSL;SŁUPEK Edward Józef;2211;1.05;14.67;N;M;186301;Rzeszów
180000;1;03;PSL;GDAŃSKI Józef;3317;1.58;22.00;N;M;181002;Budy Łańcuckie
180000;1;04;PSL;BUREK Jan;2215;1.06;14.69;N;M;186301;Rzeszów
180000;1;05;PSL;MAJEWICZ Kazimiera;630;0.30;4.18;N;K;180801;Leżajsk
180000;1;06;PSL;KUŹNIAR Janina Józefa;1090;0.52;7.23;N;K;181004;Albigowa
180000;1;07;PSL;NIEROJEWSKI Witold Józef;214;0.10;1.42;N;M;186301;Rzeszów
180000;1;08;PSL;POCHEĆ Klaudia Ewa;286;0.14;1.90;N;K;181609;Krasne
180000;1;09;PSL;KOTLIŃSKA Marzena Anna;318;0.15;2.11;N;K;186301;Rzeszów
180000;1;10;PSL;PATRUŚ Grzegorz;578;0.28;3.83;N;M;181611;Nienadówka
180000;1;01;PiS;CYPRYŚ Jerzy;29611;14.13;27.34;T;M;186301;Rzeszów
180000;1;02;PiS;FAJGER Maria Bożena;7780;3.71;7.18;T;K;186301;Rzeszów
180000;1;03;PiS;KRUCZEK Stanisław;12753;6.08;11.77;T;M;181602;Futoma
180000;1;04;PiS;KOTULA Jacek Adam;13583;6.48;12.54;T;M;186301;Rzeszów
180000;1;05;PiS;WYBRANIEC Bogusława;3799;1.81;3.51;N;K;186301;Rzeszów
180000;1;06;PiS;KITLIŃSKA Nina Beata;2725;1.30;2.52;N;K;186301;Rzeszów
180000;1;07;PiS;TOŁPA Mieczysław;9360;4.47;8.64;T;M;180804;Wierzawice
180000;1;08;PiS;OŻÓG Karol Wojciech;20714;9.88;19.12;T;M;186301;Rzeszów
180000;1;09;PiS;CYGAN Halina;3357;1.60;3.10;N;K;181605;Ulanica
180000;1;10;PiS;JAKIM Roman Stanisław;4644;2.22;4.29;N;M;186301;Rzeszów
180000;1;01;SLD;NIEWCZAS Marta Agata;10664;5.09;68.25;N;K;186301;Rzeszów
180000;1;02;SLD;RYBKA Jerzy;1537;0.73;9.84;N;M;181606;Rogoźnica
180000;1;03;SLD;DOMINIK Dorota Anna;733;0.35;4.69;N;K;186301;Rzeszów
180000;1;04;SLD;MĘDRALA Ryszard Jan;320;0.15;2.05;N;M;181001;Łańcut
180000;1;05;SLD;SKRZYDLAK Włodzimierz Stanisław;290;0.14;1.86;N;M;180805;Nowa Sarzyna
180000;1;06;SLD;PIETRZAK Henryk;381;0.18;2.44;N;M;186301;Rzeszów
180000;1;07;SLD;GAJDEK Krystyna;361;0.17;2.31;N;K;186301;Rzeszów
180000;1;08;SLD;WYTRWAŁ Marta Józefa;241;0.11;1.54;N;K;186301;Rzeszów
180000;1;09;SLD;KUŹMICZ Marek Andrzej;214;0.10;1.37;N;M;186301;Rzeszów
180000;1;10;SLD;FILIPEK Jerzy;884;0.42;5.66;N;M;186301;Rzeszów
180000;2;01;PO;MITRĘGA Maria;5574;3.42;44.90;N;K;180301;Dębica
180000;2;02;PO;KRAJEWSKA Aneta Anna;1276;0.78;10.28;N;K;181503;Gnojnica
180000;2;03;PO;STROJNA Ewa Janina;554;0.34;4.46;N;K;186301;Rzeszów
180000;2;04;PO;ŻYŁKA Adam Nikodem;1414;0.87;11.39;N;M;181503;Ropczyce
180000;2;05;PO;RAWINIS Emilia;526;0.32;4.24;N;K;181107;Rzemień
180000;2;06;PO;JURZYSTA Marcin;1649;1.01;13.28;N;M;181901;Czudec
180000;2;07;PO;PIETRUSZKA Jacek Robert;713;0.44;5.74;N;M;181902;Stępina
180000;2;08;PO;GAMROT Jacek Michał;707;0.43;5.70;N;M;181101;Mielec
180000;2;01;PSL;LADA Wiesław Andrzej;7448;4.57;34.52;N;M;180307;Żyraków
180000;2;02;PSL;TARAPATA Jan Władysław;7575;4.64;35.11;T;M;181109;Tuszów Narodowy
180000;2;03;PSL;KIEPIEL Teresa Bogusława;1620;0.99;7.51;N;K;181503;Ropczyce
180000;2;04;PSL;BARNAŚ Mariusz Andrzej;1501;0.92;6.96;N;M;181101;Mielec
180000;2;05;PSL;KOZIOŁ Magdalena Helena;782;0.48;3.62;N;K;180301;Dębica
180000;2;06;PSL;ŻELAZKO Danuta;956;0.59;4.43;N;K;181101;Mielec
180000;2;07;PSL;STOLARSKA Małgorzata;431;0.26;2.00;N;K;181904;Dobrzechów
180000;2;08;PSL;ŚLIWIŃSKI Dariusz Adam;1260;0.77;5.84;N;M;181505;Wielopole Skrzyńskie
180000;2;01;PiS;ORTYL Władysław Zenon;38428;23.56;42.89;T;M;181101;Mielec
180000;2;02;PiS;ŁĄCZAK Czesław;9908;6.08;11.06;T;M;180307;Zawierzbie
180000;2;03;PiS;BIESZCZAD Stefan;14054;8.62;15.69;T;M;180301;Dębica
180000;2;04;PiS;MAGDOŃ Jacek;10489;6.43;11.71;T;M;181503;Ropczyce
180000;2;05;PiS;MARCZENIA Andrzej;2526;1.55;2.82;N;M;181101;Mielec
180000;2;06;PiS;NAPIERACZ Maria;6262;3.84;6.99;T;K;181108;Partynia
180000;2;07;PiS;MARCZAK Barbara Danuta;3264;2.00;3.64;N;K;181904;Strzyżów
180000;2;08;PiS;STEC-ŚWIDERSKA Bogumiła Mirosława;4659;2.86;5.20;N;K;181501;Iwierzyce
180000;2;01;SLD;BRZOSTOWSKI Edward;8101;4.97;66.23;N;M;180301;Dębica
180000;2;02;SLD;KUREK Andrzej;913;0.56;7.46;N;M;181108;Dulcza Wielka
180000;2;03;SLD;MIKOWSKI Bogdan Adam;325;0.20;2.66;N;M;181108;Radomyśl Wielki
180000;2;04;SLD;GARBACZ-SARLIŃSKA Barbara Beata;285;0.17;2.33;N;K;180301;Dębica
180000;2;05;SLD;BARAN Danuta Jolanta;466;0.29;3.81;N;K;181104;Kliszów
180000;2;06;SLD;SIUTA Magdalena Maria;438;0.27;3.58;N;K;181901;Czudec
180000;2;07;SLD;ŚWIĘTONIOWSKI Arkadiusz Jerzy;221;0.14;1.81;N;M;181905;Wiśniowa
180000;2;08;SLD;TOMCZYK Michał Konrad;1482;0.91;12.12;N;M;181101;Mielec
180000;3;01;PO;SZLĘZAK Andrzej Kazimierz;12427;9.62;59.68;T;M;181801;Stalowa Wola
180000;3;02;PO;KAPAŁA Ryszard;3767;2.92;18.09;N;M;181503;Ropczyce
180000;3;03;PO;NOWAK Halina;1246;0.96;5.98;N;K;182002;Gorzyce
180000;3;04;PO;TROCHIMOWICZ-WARGA Zofia;791;0.61;3.80;N;K;186401;Tarnobrzeg
180000;3;05;PO;RZEŹNIKIEWICZ Dominika;374;0.29;1.80;N;K;180603;Majdan Królewski
180000;3;06;PO;SZCZĘSNY Jakub Jan;508;0.39;2.44;N;M;182002;Gorzyce
180000;3;07;PO;NIEDZIAŁEK Tadeusz;1709;1.32;8.21;N;M;181206;Rudnik nad Sanem
180000;3;01;PSL;BŁĄDEK Lidia;5327;4.12;46.57;N;K;181205;Nisko
180000;3;02;PSL;KOŚCIELNY Stanisław;2149;1.66;18.79;N;M;180603;Huta Komorowska
180000;3;03;PSL;MATYKA Lucyna;2600;2.01;22.73;N;K;182002;Furmany
180000;3;04;PSL;SZEPELAK Grażyna Helena;192;0.15;1.68;N;K;181806;Turbia
180000;3;05;PSL;FURDYNA Mirosław;294;0.23;2.57;N;M;181101;Mielec
180000;3;06;PSL;URBANIAK Czesław;573;0.44;5.01;N;M;182004;Cygany
180000;3;07;PSL;TRYBAŁA Władysław Stefan;304;0.24;2.66;N;M;181202;Zdziary
180000;3;01;PiS;DRAUS Ewa Maria;14048;10.88;20.84;T;K;180602;Kolbuszowa
180000;3;02;PiS;BŁĄDEK Antoni;9054;7.01;13.43;N;M;181806;Agatówka
180000;3;03;PiS;ROMANIUK Bogdan Piotr;15451;11.96;22.92;T;M;180606;Lipnica
180000;3;04;PiS;DZIUBIŃSKI Jan;9538;7.38;14.15;T;M;186401;Tarnobrzeg
180000;3;05;PiS;PIECH Kamila Barbara;10697;8.28;15.87;T;K;181801;Stalowa Wola
180000;3;06;PiS;KACPRZYK Danuta Lucyna;2964;2.29;4.40;N;K;181206;Rudnik nad Sanem
180000;3;07;PiS;TOFILSKI Bogusław Władysław;5665;4.39;8.40;N;M;181207;Wólka Tanewska
180000;3;01;SLD;OZIMEK Julian;4770;3.69;57.81;N;M;181205;Nisko
180000;3;02;SLD;TOFIL Bronisław Tadeusz;1385;1.07;16.79;N;M;181801;Stalowa Wola
180000;3;03;SLD;KRAWCZYK Jan Marian;244;0.19;2.96;N;M;186401;Tarnobrzeg
180000;3;04;SLD;WOŹNIAK Zbigniew Andrzej;360;0.28;4.36;N;M;180602;Kolbuszowa
180000;3;05;SLD;ZAJĄC Marzena Zofia;500;0.39;6.06;N;K;186401;Tarnobrzeg
180000;3;06;SLD;OSTROWSKA Anna;382;0.30;4.63;N;K;181801;Stalowa Wola
180000;3;07;SLD;ZYCH Ala;610;0.47;7.39;N;K;181803;Krzaki
180000;4;01;PO;TOMAŃSKI Piotr;10570;6.63;57.27;T;M;181310;Żurawica
180000;4;02;PO;ZADWORNY Waldemar;1743;1.09;9.44;N;M;180902;Dachnów
180000;4;03;PO;CHYŻYŃSKI Mariusz;321;0.20;1.74;N;M;180408;Duńkowice
180000;4;04;PO;KOSTKA Grażyna Dorota;1146;0.72;6.21;N;K;181401;Przeworsk
180000;4;05;PO;ZYGARLICKA Maria;447;0.28;2.42;N;K;181606;Głogów Małopolski
180000;4;06;PO;SZPUNAR Olimpia Katarzyna;741;0.46;4.01;N;K;180401;Jarosław
180000;4;07;PO;MAZURKIEWICZ Stanisław Jacek;1122;0.70;6.08;N;M;180406;Pawłosiów
180000;4;08;PO;KŁAK Krzysztof Józef;2368;1.49;12.83;N;M;181401;Przeworsk
180000;4;01;PSL;NEPELSKI Andrzej;10388;6.52;44.58;T;M;180902;Nowe Sioło
180000;4;02;PSL;TWAROWSKI Kacper Karol;1057;0.66;4.54;N;M;180405;Korzenica
180000;4;03;PSL;DACHNOWICZ Małgorzata Krystyna;2785;1.75;11.95;N;K;181302;Dubiecko
180000;4;04;PSL;PIENIĄŻEK Teresa;2949;1.85;12.66;N;K;181409;Żurawiczki
180000;4;05;PSL;HOŁOWACZ Bogumiła Stanisława;1122;0.70;4.82;N;K;180401;Jarosław
180000;4;06;PSL;MATREJEK Edmund Stanisław;746;0.47;3.20;N;M;186201;Przemyśl
180000;4;07;PSL;BAWOŁ Tomasz Tadeusz;1014;0.64;4.35;N;M;181402;Majdan Sieniawski
180000;4;08;PSL;HOŁYSZKO Janusz Marek;3240;2.03;13.90;N;M;181307;Drohojów
180000;4;01;PiS;PILCH Piotr;18878;11.84;23.30;T;M;186201;Przemyśl
180000;4;02;PiS;ĆWIERZ Andrzej Bogusław;10592;6.64;13.07;N;M;180401;Jarosław
180000;4;03;PiS;HUK Anna Maria;11894;7.46;14.68;T;K;180402;Radymno
180000;4;04;PiS;PAMUŁA Teresa;10607;6.65;13.09;T;K;180901;Lubaczów
180000;4;05;PiS;LEGENY Tomasz Grzegorz;2523;1.58;3.11;N;M;180401;Jarosław
180000;4;06;PiS;POŁUDNIAK Sabina Ewa;8408;5.27;10.38;N;K;181405;Niżatyce
180000;4;07;PiS;LEWICKI Maciej Jan;6954;4.36;8.58;N;M;181308;Ostrów
180000;4;08;PiS;KRÓL Mariusz Andrzej;11165;7.00;13.78;T;M;181305;Ruszelczyce
180000;4;01;SLD;BŁOTNICKI Jan Ryszard;3072;1.93;47.77;N;M;181304;Krasiczyn
180000;4;02;SLD;SZCZYGIEŁ Anna Iwona;1010;0.63;15.71;N;K;180901;Lubaczów
180000;4;03;SLD;MYKITA Jacek Wojciech;420;0.26;6.53;N;M;186201;Przemyśl
180000;4;04;SLD;WÓJTOWICZ Adam Józef;649;0.41;10.09;N;M;181401;Przeworsk
180000;4;05;SLD;WOJTYNA Katarzyna Monika;323;0.20;5.02;N;K;186201;Przemyśl
180000;4;06;SLD;CZUJKO Jolanta Kazimiera;201;0.13;3.13;N;K;180401;Jarosław
180000;4;07;SLD;SAWA Kinga Katarzyna;488;0.31;7.59;N;K;181406;Gorliczyna
180000;4;08;SLD;ŁUKSIK Wiesław Bogdan;268;0.17;4.17;N;M;181004;Rogóżno
180000;5;01;PO;PIKUL Antoni Stanisław;10479;5.59;37.64;T;M;180501;Jasło
180000;5;02;PO;BLECHARCZYK Wojciech Aleksander;9127;4.87;32.78;N;M;181701;Sanok
180000;5;03;PO;SŁYŚ Stanisław Józef;2468;1.32;8.86;N;M;186101;Krosno
180000;5;04;PO;KAPAŁKA Małgorzata Maria;1065;0.57;3.83;N;K;182103;Lesko
180000;5;05;PO;ŁOKAJ Tadeusz Antoni;284;0.15;1.02;N;M;180703;Iwonicz-Zdrój
180000;5;06;PO;PACZKOWSKI Piotr Antoni;659;0.35;2.37;N;M;180201;Brzozów
180000;5;07;PO;BALON Barbara Maria;1208;0.64;4.34;N;K;186101;Krosno
180000;5;08;PO;MRUGAŁA Ewa;753;0.40;2.70;N;K;181701;Sanok
180000;5;09;PO;FEDOROWICZ Małgorzata Beata;956;0.51;3.43;N;K;180108;Ustrzyki Dolne
180000;5;10;PO;ZIMA Kazimierz;841;0.45;3.02;N;M;186101;Krosno
180000;5;01;PSL;SOBIERAJ Dariusz Wojciech;19505;10.40;66.31;T;M;180706;Krościenko Wyżne
180000;5;02;PSL;POSPOLITAK Maria Halina;1962;1.05;6.67;N;K;180201;Brzozów
180000;5;03;PSL;KOMORNICKI Piotr;988;0.53;3.36;N;M;180703;Iwonicz
180000;5;04;PSL;KULIGA Bogdan Robert;1089;0.58;3.70;N;M;180204;Haczów
180000;5;05;PSL;BARAN Bożena Danuta;986;0.53;3.35;N;K;180704;Jedlicze
180000;5;06;PSL;SAWIŃSKI Krzysztof Jan;1322;0.71;4.49;N;M;182103;Lesko
180000;5;07;PSL;SKUBISZ Marta Janina;777;0.41;2.64;N;K;182103;Bezmiechowa Dolna
180000;5;08;PSL;WRONA Władysław;612;0.33;2.08;N;M;180108;Brzegi Dolne
180000;5;09;PSL;RAK Zygmunt Mieczysław;543;0.29;1.85;N;M;180507;Siedliska Żmigrodzkie
180000;5;10;PSL;BOREK Grażyna;1629;0.87;5.54;N;K;181708;Bażanówka
180000;5;01;PiS;BORCZ Jerzy;18194;9.71;18.74;T;M;186101;Krosno
180000;5;02;PiS;KUROWSKA Maria Stanisława;22027;11.75;22.69;T;K;180502;Dąbrówka
180000;5;03;PiS;ZAJĄC Wojciech Stanisław;20103;10.72;20.71;T;M;180501;Jasło
180000;5;04;PiS;DROZD Adam Tomasz;6009;3.21;6.19;T;M;181701;Sanok
180000;5;05;PiS;ŁUKASZYK Dorota;6030;3.22;6.21;T;K;180108;Ustrzyki Dolne
180000;5;06;PiS;BRIL Joanna Katarzyna;5242;2.80;5.40;N;K;180704;Jedlicze
180000;5;07;PiS;ŚNIEŻEK Adam Walenty;7526;4.01;7.75;T;M;186301;Rzeszów
180000;5;08;PiS;BREWCZAK Monika Julita;5199;2.77;5.36;N;K;181701;Sanok
180000;5;09;PiS;JAKUBOWICZ Marek;3311;1.77;3.41;N;M;180707;Wrocanka
180000;5;10;PiS;POLEK Wiesław;3444;1.84;3.55;N;M;180703;Iwonicz
180000;5;01;SLD;BRAJA Zbigniew Jerzy;2296;1.22;32.20;N;M;186101;Krosno
180000;5;02;SLD;PILCH Grażyna;1362;0.73;19.10;N;K;180201;Brzozów
180000;5;03;SLD;PAŃKO Marek Jan;1012;0.54;14.19;N;M;182103;Lesko
180000;5;04;SLD;LACKOSZ Tomasz Roman;331;0.18;4.64;N;M;180501;Jasło
180000;5;05;SLD;RĄPAŁA Natalia Magdalena;367;0.20;5.15;N;K;181701;Sanok
180000;5;06;SLD;POSADZKI Wacław Marian;234;0.12;3.28;N;M;186101;Krosno
180000;5;07;SLD;KRYNICKA Emilia Maria;258;0.14;3.62;N;K;181701;Sanok
180000;5;08;SLD;DURAŁ Joanna Elżbieta;174;0.09;2.44;N;K;180707;Rogi
180000;5;09;SLD;ZIOMEK Jerzy;510;0.27;7.15;N;M;180501;Jasło
180000;5;10;SLD;WOJNAROWSKI Piotr Marcin;587;0.31;8.23;N;M;181701;Sanok
200000;1;01;PO;AUGUSTYN Anna;11683;10.01;25.43;T;K;206101;Białystok
200000;1;02;PO;NIKITOROWICZ Zbigniew;6899;5.91;15.01;T;M;206101;Białystok
200000;1;03;PO;PILECKI Karol;8057;6.90;17.53;T;M;206101;Białystok
200000;1;04;PO;NAZARUK Sławomir;9641;8.26;20.98;T;M;206101;Białystok
200000;1;05;PO;SZCZYGIEŁ-ROGOWSKA Jolanta;1836;1.57;4.00;N;K;206101;Białystok
200000;1;06;PO;PYRKO Paulina;1177;1.01;2.56;N;K;200209;Grabówka
200000;1;07;PO;DWORZAŃSKI Jarosław Zygmunt;4389;3.76;9.55;N;M;206101;Białystok
200000;1;08;PO;KARCZEWSKA Wioletta Maria;924;0.79;2.01;N;K;206101;Białystok
200000;1;09;PO;KOWALEWSKI Andrzej;1343;1.15;2.92;N;M;206101;Białystok
200000;1;01;PSL;ŻYLIŃSKI Robert Paweł;1366;1.17;32.59;N;M;206101;Białystok
200000;1;02;PSL;SZADKOWSKA Eliza;435;0.37;10.38;N;K;206101;Białystok
200000;1;03;PSL;FREINO Michał Marcin;836;0.72;19.95;N;M;206101;Białystok
200000;1;04;PSL;WIERZBICKA Danuta;225;0.19;5.37;N;K;206101;Białystok
200000;1;05;PSL;KAMIŃSKI Zbigniew Stanisław;190;0.16;4.53;N;M;206101;Białystok
200000;1;06;PSL;GRZEŚ Anna;320;0.27;7.64;N;K;206101;Białystok
200000;1;07;PSL;LEWKO-NINKIEWICZ Dorota Stanisława;202;0.17;4.82;N;K;206101;Białystok
200000;1;08;PSL;RYKOWSKI Grzegorz;133;0.11;3.17;N;M;206101;Białystok
200000;1;09;PSL;NAZARUK-ZDANUCZYK Agnieszka;484;0.41;11.55;N;K;206101;Białystok
200000;1;01;PiS;KOSICKI Artur;11838;10.14;28.19;T;M;200209;Grabówka
200000;1;02;PiS;KAUFMAN-SUSZKO Elżbieta Maria;2886;2.47;6.87;N;K;206101;Białystok
200000;1;03;PiS;KUCHAREWICZ Grzegorz;2024;1.73;4.82;N;M;206101;Białystok
200000;1;04;PiS;DĘBSKI Bogusław;7701;6.60;18.34;T;M;206101;Białystok
200000;1;05;PiS;HERNIK Teresa;702;0.60;1.67;N;K;206101;Białystok
200000;1;06;PiS;CITKO Marek;4981;4.27;11.86;N;M;206101;Białystok
200000;1;07;PiS;KAUC-DMOCHOWSKA Elżbieta;504;0.43;1.20;N;K;206101;Białystok
200000;1;08;PiS;ZABŁUDOWSKI Marcin;782;0.67;1.86;N;M;200301;Bielsk Podlaski
200000;1;09;PiS;ŻALEK Justyna Emilia;10571;9.06;25.18;T;K;206101;Białystok
200000;1;01;SLD;SZAMATOWICZ Marian Czesław;3738;3.20;52.92;N;M;200211;Niewodnica Korycka
200000;1;02;SLD;KARPOWICZ Michał;1944;1.67;27.52;N;M;206101;Białystok
200000;1;03;SLD;PIOTROWICZ Jadwiga;206;0.18;2.92;N;K;206101;Białystok
200000;1;04;SLD;DEMIANOWICZ Andrzej;122;0.10;1.73;N;M;200207;Tanica Dolna
200000;1;05;SLD;KONIUSZEWSKA Bogumiła;100;0.09;1.42;N;K;206101;Białystok
200000;1;06;SLD;MATWIEJCZUK Dariusz;474;0.41;6.71;N;M;206101;Białystok
200000;1;07;SLD;JAROCKA Iwona;235;0.20;3.33;N;K;200207;Tanica Górna
200000;1;08;SLD;KUŹMICKI Tomasz;84;0.07;1.19;N;M;200207;Tanica Górna
200000;1;09;SLD;JANUSZEWSKA Elżbieta;160;0.14;2.27;N;K;206101;Białystok
200000;2;01;PO;NASZKIEWICZ Anna;6994;6.29;31.51;T;K;206301;Suwałki
200000;2;02;PO;KWATERSKI Waldemar;7320;6.58;32.98;T;M;200905;Zaleskie
200000;2;03;PO;GNOZA Marcin;378;0.34;1.70;N;M;206301;Suwałki
200000;2;04;PO;DEMIAŃCZUK Jerzy;1117;1.00;5.03;N;M;200101;Augustów
200000;2;05;PO;RAŚ Andrzej;3546;3.19;15.98;N;M;200806;Mońki
200000;2;06;PO;TALKOWSKI Bronisław;344;0.31;1.55;N;M;206101;Białystok
200000;2;07;PO;SNARSKA-NIEZNAŃSKA Małgorzata Sara;360;0.32;1.62;N;K;200903;Buda Ruska
200000;2;08;PO;DOROSZ-GRAJEK Irena;379;0.34;1.71;N;K;206301;Suwałki
200000;2;09;PO;JANKOWSKA Agnieszka;831;0.75;3.74;N;K;206301;Suwałki
200000;2;10;PO;MASŁOWSKI Krzysztof Wojciech;925;0.83;4.17;N;M;206301;Suwałki
200000;2;01;PSL;CIEŚLUKOWSKI Cezary;10496;9.43;42.02;T;M;206301;Suwałki
200000;2;02;PSL;DYJUK Bogdan;6399;5.75;25.62;T;M;200101;Augustów
200000;2;03;PSL;KORONKIEWICZ Andrzej Zbigniew;1350;1.21;5.41;N;M;200101;Augustów
200000;2;04;PSL;DZIMIDA-CHMIELEWSKA Elżbieta;248;0.22;0.99;N;K;200904;Tauroszyszki
200000;2;05;PSL;GUZEL Maria;941;0.85;3.77;N;K;200803;Szpakowo
200000;2;06;PSL;JĘDZUL Joanna;443;0.40;1.77;N;K;206301;Suwałki
200000;2;07;PSL;KAŹMIERCZAK Małgorzata;647;0.58;2.59;N;K;200213;Wasilków
200000;2;08;PSL;SAWICKI Sławomir;1962;1.76;7.86;N;M;201108;Sokółka
200000;2;09;PSL;SOKOŁOWSKI Franciszek;768;0.69;3.07;N;M;201202;Filipów
200000;2;10;PSL;MAGNUSZEWSKI Marian;1722;1.55;6.89;N;M;200806;Mońki
200000;2;01;PiS;ŁANCZKOWSKI Romuald;12002;10.79;26.16;T;M;206301;Suwałki
200000;2;02;PiS;WNUKOWSKI Paweł;11017;9.90;24.01;T;M;200104;Lipsk
200000;2;03;PiS;ZABIELSKA Jadwiga Barbara;5884;5.29;12.82;T;K;200806;Mońki
200000;2;04;PiS;MURACKA Agnieszka;1492;1.34;3.25;N;K;201207;Nowa Wieś
200000;2;05;PiS;BURNOS Wiesława;4284;3.85;9.34;T;K;201108;Stara Moczalnia
200000;2;06;PiS;JANCZEWSKA Alicja Anna;1476;1.33;3.22;N;K;200902;Giby
200000;2;07;PiS;GORLO Adam;2954;2.65;6.44;N;M;201207;Stary Folwark
200000;2;08;PiS;WDOWIAK Jan Stanisław;548;0.49;1.19;N;M;201201;Zajączkowo Folwark
200000;2;09;PiS;SOŁTYS Agnieszka;2004;1.80;4.37;N;K;200103;Kukowo
200000;2;10;PiS;SUTKOWSKI Marcin;4219;3.79;9.20;N;M;201107;Sidra
