okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
27;11;SLD;Barbara Jolanta SŁONKA-GIBAS;265;0.08;1.20;N;K
27;12;SLD;Bożena ADAMCZYK;445;0.13;2.01;N;K
27;13;SLD;Izabela Kazimiera TATAR;383;0.11;1.73;N;K
27;14;SLD;Piotr Andrzej GWIZDOŃ;224;0.07;1.01;N;M
27;15;SLD;Paulina Magdalena GRZYBEK;396;0.12;1.79;N;K
27;16;SLD;Małgorzata Anna URBANCZYK;304;0.09;1.37;N;K
27;17;SLD;Łukasz Andrzej NIEDZWIEDZKI;282;0.08;1.27;N;M
27;18;SLD;Alfred BRUDNY;1548;0.46;7.00;N;M
28;01;PO;Izabela Dorota LESZCZYNA;19160;8.10;38.64;T;K
28;02;PO;Halina Leokadia ROZPONDEK;10115;4.27;20.40;T;K
28;03;PO;Grzegorz Czesław SZTOLCMAN;6069;2.56;12.24;N;M
28;04;PO;Artur Jacek KONIECZNY;2748;1.16;5.54;N;M
28;05;PO;Marta Maria SALWIERAK;3415;1.44;6.89;N;K
28;06;PO;Jadwiga Stanisława SKALEC;1346;0.57;2.71;N;K
28;07;PO;Wojciech Mateusz MERCIK;970;0.41;1.96;N;M
28;08;PO;Joanna Ewa REKWIREWICZ;316;0.13;0.64;N;K
28;09;PO;Zdzisław Józef PACHURA;575;0.24;1.16;N;M
28;10;PO;Mariusz Andrzej ZACZKOWSKI;752;0.32;1.52;N;M
28;11;PO;Iwona Józefa SADEK;556;0.23;1.12;N;K
28;12;PO;Jacek Wojciech BADORA;756;0.32;1.52;N;M
28;13;PO;Waldemar Krzysztof LISOWSKI;1377;0.58;2.78;N;M
28;14;PO;Marzena Monika MANISZEWSKA;1425;0.60;2.87;N;K
28;01;PSL;Stanisław GMITRUK;2861;1.21;24.25;N;M
28;02;PSL;Henryk KIEPURA;3651;1.54;30.94;N;M
28;03;PSL;Krzysztof SMELA;1226;0.52;10.39;N;M
28;04;PSL;Anna Marta SOCHA-KORENDO;947;0.40;8.03;N;K
28;05;PSL;Jacek Wawrzyniec KAPICA;435;0.18;3.69;N;M
28;06;PSL;Aleksandra BANASIAK;459;0.19;3.89;N;K
28;07;PSL;Bernadetta Barbara NIEMCZYK;297;0.13;2.52;N;K
28;08;PSL;Małgorzata Ewa GAŁUSZKA;352;0.15;2.98;N;K
28;09;PSL;Zuzanna GEILKE;282;0.12;2.39;N;K
28;10;PSL;Marcin Zdzisław ŚWIERCZYŃSKI;329;0.14;2.79;N;M
28;11;PSL;Ola Zofia SZCZEPAŃSKA;242;0.10;2.05;N;K
28;12;PSL;Alicja Łucja GRZEGORCZYK;182;0.08;1.54;N;K
28;13;PSL;Bożena Urszula MOTŁOCH;244;0.10;2.07;N;K
28;14;PSL;Marcin Przemysław ADAMCZYK;292;0.12;2.47;N;M
28;01;PiS;Szymon Stanisław GIŻYŃSKI;24802;10.48;29.26;T;M
28;02;PiS;Lidia Ewa BURZYŃSKA;9760;4.12;11.51;T;K
28;03;PiS;Mariusz Wiesław TREPKA;6025;2.55;7.11;N;M
28;04;PiS;Andrzej Janusz GAWRON;9202;3.89;10.85;T;M
28;05;PiS;Jerzy Bogdan SĄDEL;6307;2.67;7.44;N;M
28;06;PiS;Krzysztof Józef JANUS;1758;0.74;2.07;N;M
28;07;PiS;Konrad Zygmunt GŁĘBOCKI;11761;4.97;13.87;T;M
28;08;PiS;Jolanta Stefania KORAL;1677;0.71;1.98;N;K
28;09;PiS;Jerzy Stanisław NOWAKOWSKI;1166;0.49;1.38;N;M
28;10;PiS;Mariusz Tomasz CHUDZICKI;1687;0.71;1.99;N;M
28;11;PiS;Iwona Helena MŁODKOWSKA-PRZEPIÓROWSKA;508;0.21;0.60;N;K
28;12;PiS;Monika FAJER;3428;1.45;4.04;N;K
28;13;PiS;Dorota Ewa KORZONEK;2240;0.95;2.64;N;K
28;14;PiS;Jakub Krzysztof MICHALSKI;4452;1.88;5.25;N;M
28;01;SLD;Marek Paweł BALT;10679;4.51;40.60;N;M
28;02;SLD;Wojciech Jan KONIECZNY;2754;1.16;10.47;N;M
28;03;SLD;Danuta Krystyna MARZEC;1978;0.84;7.52;N;K
28;04;SLD;Stanisław Marian DZWONNIK;3382;1.43;12.86;N;M
28;05;SLD;Adam Michał ZACZKOWSKI;1489;0.63;5.66;N;M
28;06;SLD;Roman Bronisław MINKINA;671;0.28;2.55;N;M
28;07;SLD;Krzysztof Piotr ZIELIŃSKI;547;0.23;2.08;N;M
28;08;SLD;Aneta Agnieszka GLANC;532;0.22;2.02;N;K
28;09;SLD;Zdzisław WOLSKI;903;0.38;3.43;N;M
28;10;SLD;Agnieszka Wioletta SKOREK;596;0.25;2.27;N;K
28;11;SLD;Łukasz Piotr WABNIC;490;0.21;1.86;N;M
28;12;SLD;Magdalena Barbara GRĄDYS;417;0.18;1.59;N;K
28;13;SLD;Monika Iwona GAŁWA-WIDERA;267;0.11;1.02;N;K
28;14;SLD;Jacek Franciszek KASPRZYK;1600;0.68;6.08;N;M
29;01;PO;Borys Piotr BUDKA;37761;12.87;44.36;T;M
29;02;PO;Krystyna Maria SZUMILAS;14533;4.95;17.07;T;K
29;03;PO;Jacek Piotr BRZEZINKA;6374;2.17;7.49;N;M
29;04;PO;Tomasz Marian GŁOGOWSKI;8982;3.06;10.55;T;M
29;05;PO;Joanna KARWETA;3532;1.20;4.15;N;K
29;06;PO;Tomasz Andrzej OLICHWER;2344;0.80;2.75;N;M
29;07;PO;Marek Franciszek WIADERNY;1209;0.41;1.42;N;M
29;08;PO;Waldemar Dariusz PASZKOWSKI;1407;0.48;1.65;N;M
29;09;PO;Krzysztof Andrzej SZCZECHOWSKI;687;0.23;0.81;N;M
29;10;PO;Natalia Roksana JUSZCZAK;1003;0.34;1.18;N;K
29;11;PO;Anna Jolanta ZAMYSŁOWSKA;812;0.28;0.95;N;K
29;12;PO;Erhard Paweł REISS;678;0.23;0.80;N;M
29;13;PO;Elżbieta Janina MACIĄŻEK;583;0.20;0.68;N;K
29;14;PO;Joanna Krystyna STĘPIEŃ;1391;0.47;1.63;N;K
29;15;PO;Marcin Ginter KUCZKOWSKI;643;0.22;0.76;N;M
29;16;PO;Justyna Anna KRONSTEDT;303;0.10;0.36;N;K
29;17;PO;Damian Jacek DONIEC;442;0.15;0.52;N;M
29;18;PO;Mariusz Andrzej WAL;2446;0.83;2.87;N;M
29;01;PSL;Andrzej Antoni PILOT;2419;0.82;32.95;N;M
29;02;PSL;Krystian Antoni KIEŁBASA;1388;0.47;18.90;N;M
29;03;PSL;Zygmunt WILK;466;0.16;6.35;N;M
29;04;PSL;Katarzyna Bronisława STEFAŃSKA-SACHER;178;0.06;2.42;N;K
29;05;PSL;Łucja Katarzyna CHRZĘSTEK-BAR;495;0.17;6.74;N;K
29;06;PSL;Andrzej Janusz WĘŻYK;603;0.21;8.21;N;M
29;07;PSL;Dorota Karina STYŚ;337;0.11;4.59;N;K
29;08;PSL;Wiesław Tadeusz LESZCZYŃSKI;129;0.04;1.76;N;M
29;09;PSL;Ewa Antonina MOLKA;241;0.08;3.28;N;K
29;10;PSL;Anna Maria LEMPART;194;0.07;2.64;N;K
29;11;PSL;Zbigniew Józef KOWALCZEWSKI;184;0.06;2.51;N;M
29;12;PSL;Urszula Maria GRANICZNA-KORCZAK;138;0.05;1.88;N;K
29;13;PSL;Katarzyna Elżbieta SZWARCZYŃSKA;89;0.03;1.21;N;K
29;14;PSL;Józef DRABICKI;74;0.03;1.01;N;M
29;15;PSL;Ryszard BĘBEN;138;0.05;1.88;N;M
29;16;PSL;Jerzy Stanisław WOJEWÓDZKI;95;0.03;1.29;N;M
29;17;PSL;Andrzej LICHOTA;174;0.06;2.37;N;M
29;01;PiS;Wojciech Piotr SZARAMA;34979;11.92;39.05;T;M
29;02;PiS;Piotr Mieczysław PYZIK;7326;2.50;8.18;T;M
29;03;PiS;Barbara Anna DZIUK;12036;4.10;13.44;T;K
29;04;PiS;Bogusław ZNYK;2003;0.68;2.24;N;M
29;05;PiS;Alfred Andrzej PYRK;1812;0.62;2.02;N;M
29;06;PiS;Jarosław Włodzimierz GONCIARZ;4884;1.66;5.45;T;M
29;07;PiS;Zofia BORÓWKA;2686;0.92;3.00;N;K
29;08;PiS;Jarosław CZAPLA;2788;0.95;3.11;N;M
29;09;PiS;Adam Stanisław OSTALECKI;2330;0.79;2.60;N;M
29;10;PiS;Grażyna Urszula KASPROWICZ;1569;0.53;1.75;N;K
29;11;PiS;Izabela Małgorzata DOMOGAŁA;3409;1.16;3.81;N;K
29;12;PiS;Jerzy Bogusław PABIS;1345;0.46;1.50;N;M
29;13;PiS;Elżbieta Izabela KOGOWSKA-PIASECKA;1773;0.60;1.98;N;K
29;14;PiS;Józef Jan KUBICA;3352;1.14;3.74;N;M
29;15;PiS;Tadeusz Antoni WITA;3510;1.20;3.92;N;M
29;16;PiS;Danuta Grażyna KONDRACIUK;826;0.28;0.92;N;K
29;17;PiS;Piotr Jerzy PATOŃ;1243;0.42;1.39;N;M
29;18;PiS;Alicja PIGOŃ-WĘGIEL;1713;0.58;1.91;N;K
29;01;SLD;Tomasz Roman KALITA;9949;3.39;47.01;N;M
29;02;SLD;Agnieszka Małgorzata RUPNIEWSKA;3144;1.07;14.86;N;K
29;03;SLD;Tomasz Bogdan GRULA;570;0.19;2.69;N;M
29;04;SLD;Andrzej CHWILUK;818;0.28;3.87;N;M
29;05;SLD;Bernard Jan FIC;879;0.30;4.15;N;M
29;06;SLD;Ewa Jolanta SPRĘŻAK-KOŹLIK;388;0.13;1.83;N;K
29;07;SLD;Jan Jerzy MIODEK;2025;0.69;9.57;N;M
29;08;SLD;Jan RĘBAS;192;0.07;0.91;N;M
29;09;SLD;Andrzej Antoni MATUSZ;127;0.04;0.60;N;M
29;10;SLD;Agata Aleksandra SZCZERSKA;449;0.15;2.12;N;K
29;11;SLD;Andrzej FILIPEK;181;0.06;0.86;N;M
29;12;SLD;Iwona ERNST-TWOREK;136;0.05;0.64;N;K
29;13;SLD;Aleksander Stanisław GWIAZDA;256;0.09;1.21;N;M
29;14;SLD;Małgorzata Karolina SOWA;466;0.16;2.20;N;K
29;15;SLD;Norbert Jan RESPONDEK;756;0.26;3.57;N;M
29;16;SLD;Danuta Maria MAŚNICA;181;0.06;0.86;N;K
29;17;SLD;Krystyna Maria HAŁGAS;178;0.06;0.84;N;K
29;18;SLD;Maciej Psych SMYKOWSKI;468;0.16;2.21;N;M
3;01;PO;Alicja Paulina CHYBICKA;62211;11.89;38.98;T;K
3;02;PO;Jacek PROTASIEWICZ;29922;5.72;18.75;T;M
3;03;PO;Aldona Janina MŁYŃCZAK;5189;0.99;3.25;T;K
3;04;PO;Michał JAROS;12235;2.34;7.67;T;M
3;05;PO;Irena Teresa KRZYSZKIEWICZ;3013;0.58;1.89;N;K
3;06;PO;Sławomir Jan PIECHOTA;5959;1.14;3.73;T;M
3;07;PO;Marek ŁAPIŃSKI;3835;0.73;2.40;N;M
3;08;PO;Ewa Wanda WOLAK;4467;0.85;2.80;N;K
3;09;PO;Maciej Jerzy ZIELIŃSKI;3550;0.68;2.22;N;M
3;10;PO;Ryszard LECH;1867;0.36;1.17;N;M
3;11;PO;Jarosław CHARŁAMPOWICZ;3428;0.65;2.15;N;M
3;12;PO;Roman Bronisław KACZOR;3856;0.74;2.42;N;M
3;13;PO;Mateusz Damian ŻAK;2000;0.38;1.25;N;M
3;14;PO;Bogusław KRASUCKI;1616;0.31;1.01;N;M
3;15;PO;Anna Maria HORODYSKA;3713;0.71;2.33;N;K
3;16;PO;Maria DOMARADZKA;1087;0.21;0.68;N;K
3;17;PO;Marek Zenon LARYŚ;1163;0.22;0.73;N;M
3;18;PO;Sławomir PYTEL;1092;0.21;0.68;N;M
3;19;PO;Agnieszka ZAKĘŚ;732;0.14;0.46;N;K
3;20;PO;Helena Monika KOSZTYŁO-KOBIEC;162;0.03;0.10;N;K
3;21;PO;Marek Stanisław WARGOCKI;285;0.05;0.18;N;M
3;22;PO;Renata Grażyna SIKORA;722;0.14;0.45;N;K
3;23;PO;Anna Katarzyna MARCHEWKA;1286;0.25;0.81;N;K
3;24;PO;Sebastian LELAS;420;0.08;0.26;N;M
3;25;PO;Małgorzata Adriana JAKUBCZYK-RYDLICKA;365;0.07;0.23;N;K
3;26;PO;Krzysztof MICKIEWICZ;618;0.12;0.39;N;M
3;27;PO;Michał Marian GOŁĄB;1337;0.26;0.84;N;M
3;28;PO;Aleksander Marek SKORUPA;3452;0.66;2.16;N;M
3;01;PSL;Ewa Maria MAŃKOWSKA;4730;0.90;34.77;N;K
3;02;PSL;Tomasz PILAWKA;1435;0.27;10.55;N;M
3;03;PSL;Joanna Barbara BRONOWICKA;915;0.17;6.73;N;K
3;04;PSL;Henryk Ksawery GERINGER DE OEDENBERG;330;0.06;2.43;N;M
3;05;PSL;Ryszard BORYS;481;0.09;3.54;N;M
3;06;PSL;Robert Grzegorz LEWANDOWSKI;1199;0.23;8.81;N;M
3;07;PSL;Jan SOCHA;296;0.06;2.18;N;M
3;08;PSL;Jowita Agata TOMASZEWSKA;159;0.03;1.17;N;K
3;09;PSL;Barbara SZCZERBA;371;0.07;2.73;N;K
3;10;PSL;Andrzej Stanisław KOZDROWICKI;562;0.11;4.13;N;M
3;11;PSL;Zbigniew DOBRZAŃSKI;136;0.03;1.00;N;M
3;12;PSL;Genowefa ULMAN;103;0.02;0.76;N;K
3;13;PSL;Adam ORYLSKI;129;0.02;0.95;N;M
3;14;PSL;Teresa Stanisława OLKIEWICZ;244;0.05;1.79;N;K
3;15;PSL;Katarzyna GURDAK;40;0.01;0.29;N;K
3;16;PSL;Barbara Maria KWIECIEŃ;108;0.02;0.79;N;K
3;17;PSL;Teresa Łucja JAWORSKA;54;0.01;0.40;N;K
3;18;PSL;Katarzyna CZYŻYCKA;74;0.01;0.54;N;K
3;19;PSL;Aneta KUŹNIK;139;0.03;1.02;N;K
3;20;PSL;Piotr Grzegorz SURDYKA;82;0.02;0.60;N;M
3;21;PSL;Andrzej DRAPIEWSKI;117;0.02;0.86;N;M
3;22;PSL;Grażyna KRAJEWSKA;327;0.06;2.40;N;K
3;23;PSL;Krzysztof Józef STACHURSKI;151;0.03;1.11;N;M
3;24;PSL;Urszula Agnieszka BARTOSZEWICZ;159;0.03;1.17;N;K
3;25;PSL;Ewa Maria GALIK;147;0.03;1.08;N;K
3;26;PSL;Rafał Andrzej KUBACKI;428;0.08;3.15;N;M
3;27;PSL;Hieronim Stanisław KURYŚ;688;0.13;5.06;N;M
3;01;PiS;Mirosława Agnieszka STACHOWIAK-RÓŻECKA;41296;7.89;25.28;T;K
3;02;PiS;Piotr Łukasz BABIARZ;12950;2.47;7.93;T;M
3;03;PiS;Jacek ŚWIAT;17281;3.30;10.58;T;M
3;04;PiS;Beata Agnieszka KEMPA;29877;5.71;18.29;T;K
3;05;PiS;Przemysław Maksymilian CZARNECKI;9200;1.76;5.63;T;M
3;06;PiS;Andrzej Stanisław JAROCH;3727;0.71;2.28;N;M
3;07;PiS;Zdzisław Ireneusz BREZDEŃ;5521;1.05;3.38;N;M
3;08;PiS;Agnieszka Anna SOIN;3527;0.67;2.16;N;K
3;09;PiS;Łukasz Tadeusz CIOŁEK;2110;0.40;1.29;N;M
3;10;PiS;Mariusz Orion JĘDRYSEK;13982;2.67;8.56;T;M
3;11;PiS;Małgorzata Maria CALIŃSKA-MAYER;3930;0.75;2.41;N;K
3;12;PiS;Aleksander ZIÓŁKOWSKI;1768;0.34;1.08;N;M
3;13;PiS;Sławomir Andrzej WĘGRZYNOWICZ;2112;0.40;1.29;N;M
3;14;PiS;Rafał Janusz CZEPIL;1972;0.38;1.21;N;M
3;15;PiS;Wojciech Stanisław BARTNIK;3039;0.58;1.86;N;M
3;16;PiS;Jacek Józef AUGUSTYN;1221;0.23;0.75;N;M
3;17;PiS;Dariusz Krystian GRECH;476;0.09;0.29;N;M
3;18;PiS;Małgorzata Maria ZIOŁKOWSKA-CIESIELSKA;499;0.10;0.31;N;K
3;19;PiS;Karolina Marta MROZOWSKA;680;0.13;0.42;N;K
3;20;PiS;Mirosław Józef STANISŁAWSKI;629;0.12;0.39;N;M
3;21;PiS;Piotr Michał CHMURZYŃSKI;876;0.17;0.54;N;M
3;22;PiS;Elżbieta Maria PATER;857;0.16;0.52;N;K
3;23;PiS;Renata POPŁAWSKA;943;0.18;0.58;N;K
3;24;PiS;Tomasz MAŁEK;1263;0.24;0.77;N;M
3;25;PiS;Barbara Maria DOBRZAŃSKA-BUCZEK;727;0.14;0.45;N;K
3;26;PiS;Maria Zdzisława ZYGMANIAK-LESIAK;172;0.03;0.11;N;K
3;27;PiS;Daniel Paweł USZYŃSKI;677;0.13;0.41;N;M
3;28;PiS;Magdalena Ewa SZYMCZUK;2011;0.38;1.23;N;K
3;01;SLD;Małgorzata Elżbieta TRACZ;14542;2.78;45.54;N;K
3;02;SLD;Andrzej Dariusz DOŁECKI;2419;0.46;7.58;N;M
3;03;SLD;Dawid Jan MIROWSKI;1231;0.24;3.86;N;M
3;04;SLD;Joanna Elżbieta KRUK-GRĘZIAK;1529;0.29;4.79;N;K
3;05;SLD;Bartłomiej Zygmunt CIĄŻYŃSKI;641;0.12;2.01;N;M
3;06;SLD;Stanisław WICHA;573;0.11;1.79;N;M
3;07;SLD;Jacek TABISZ;640;0.12;2.00;N;M
3;08;SLD;Anna Zofia RUSIN;1161;0.22;3.64;N;K
3;09;SLD;Konrad Krzysztof RYCHLEWSKI;262;0.05;0.82;N;M
3;10;SLD;Jarosław Michał MILIAN;510;0.10;1.60;N;M
3;11;SLD;Henryk STACHEL;170;0.03;0.53;N;M
3;12;SLD;Łukasz Szymon KRZYSZTOFCZYK;452;0.09;1.42;N;M
3;13;SLD;Marzenna Maria KARKOSZKA;408;0.08;1.28;N;K
3;14;SLD;Eugeniusz Wawrzyniec OPYD;311;0.06;0.97;N;M
3;15;SLD;Michał Tadeusz KARAŚ;628;0.12;1.97;N;M
3;16;SLD;Olga Agnieszka LUDWICZAK;402;0.08;1.26;N;K
3;17;SLD;Maria Teresa BANACH;495;0.09;1.55;N;K
3;18;SLD;Piotr Paweł KLUZ;413;0.08;1.29;N;M
3;19;SLD;Henryk MICHAŁOWSKI;112;0.02;0.35;N;M
3;20;SLD;Paweł Jan GÓRNY;355;0.07;1.11;N;M
3;21;SLD;Adrian Wiktor WĄSIK;314;0.06;0.98;N;M
3;22;SLD;Aleksandra PADIASEK;144;0.03;0.45;N;K
3;23;SLD;Joanna Ewa URYN;194;0.04;0.61;N;K
3;24;SLD;Joanna Marta KOWALSKA;464;0.09;1.45;N;K
3;25;SLD;Grzegorz Piotr MAKOWSKI;253;0.05;0.79;N;M
3;26;SLD;Jacek Edward MAKÓWKA;189;0.04;0.59;N;M
3;27;SLD;Joanna Maria LEBIEDZIŃSKA;352;0.07;1.10;N;K
3;28;SLD;Czesław CYRUL;2768;0.53;8.67;N;M
30;01;PO;Gabriela Teresa LENARTOWICZ;17823;6.15;25.39;T;K
30;02;PO;Krzysztof Jan GADOWSKI;11549;3.99;16.45;T;M
30;03;PO;Marek Grzegorz KRZĄKAŁA;15404;5.32;21.95;T;M
30;04;PO;Ryszard Józef ZAWADZKI;6727;2.32;9.58;N;M
30;05;PO;Jolanta Danuta GRABKOWSKA;1271;0.44;1.81;N;K
30;06;PO;Henryk Piotr SIEDLACZEK;7657;2.64;10.91;N;M
30;07;PO;Mirosław Piotr DUŻY;5053;1.74;7.20;N;M
30;08;PO;Jolanta Małgorzata NAZARUK;354;0.12;0.50;N;K
30;09;PO;Iwona Danuta PULIŃSKA-LESZCZYSZYN;678;0.23;0.97;N;K
30;10;PO;Grzegorz Wojciech WOLNIK;1231;0.42;1.75;N;M
30;11;PO;Tomasz DEJNEKO;232;0.08;0.33;N;M
30;12;PO;Roman Wawrzyn JUZEK;291;0.10;0.41;N;M
30;13;PO;Izabela Zuzanna FAKSA;333;0.11;0.47;N;K
30;14;PO;Ramona Magdalena SKABA;223;0.08;0.32;N;K
30;15;PO;Aleksander BECH;175;0.06;0.25;N;M
30;16;PO;Małgorzata Maria KARCZ;285;0.10;0.41;N;K
30;17;PO;Blandyna Ewa MITKO;426;0.15;0.61;N;K
30;18;PO;Piotr Jan WODOK;476;0.16;0.68;N;M
30;01;PSL;Bronisław KARASEK;1375;0.47;26.46;N;M
30;02;PSL;Dariusz Krzysztof KOLORZ;463;0.16;8.91;N;M
30;03;PSL;Krystian Józef STĘPIEŃ;496;0.17;9.54;N;M
30;04;PSL;Marek Krzysztof WYSTYRK;402;0.14;7.74;N;M
30;05;PSL;Adam Sebastian SMYCZEK;430;0.15;8.27;N;M
30;06;PSL;Jadwiga GAJEWSKA;271;0.09;5.21;N;K
30;07;PSL;Janusz Jerzy ZGOŁ;159;0.05;3.06;N;M
30;08;PSL;Sylwia MACHNIK;225;0.08;4.33;N;K
30;09;PSL;Ryszard Jan BLUSZCZ;240;0.08;4.62;N;M
30;10;PSL;Kazimierz GŁOWACKI;102;0.04;1.96;N;M
30;11;PSL;Elżbieta PIOTROWSKA;131;0.05;2.52;N;K
30;12;PSL;Krystyna SZYMAŃSKA;103;0.04;1.98;N;K
30;13;PSL;Dominika Angelika NIESTRÓJ-TLOŁKA;121;0.04;2.33;N;K
30;14;PSL;Krzysztof Grzegorz JESZKA;68;0.02;1.31;N;M
30;15;PSL;Aneta Wioletta KUŚKA;115;0.04;2.21;N;K
30;16;PSL;Jan Stanisław GIZDOŃ;166;0.06;3.19;N;M
30;17;PSL;Elżbieta Maria ADAMCZYK;94;0.03;1.81;N;K
30;18;PSL;Marian Henryk KOLORZ;236;0.08;4.54;N;M
30;01;PiS;Izabela Helena KLOC;43648;15.07;38.02;T;K
30;02;PiS;Grzegorz MATUSIAK;17227;5.95;15.01;T;M
30;03;PiS;Grzegorz Piotr JANIK;9355;3.23;8.15;T;M
30;04;PiS;Czesław Stanisław SOBIERAJSKI;5014;1.73;4.37;T;M
30;05;PiS;Katarzyna Maria DUTKIEWICZ;4782;1.65;4.17;N;K
30;06;PiS;Dariusz DOMAŃSKI;4775;1.65;4.16;N;M
30;07;PiS;Norbert Tadeusz MAŁOLEPSZY;3922;1.35;3.42;N;M
30;08;PiS;Stanisława Barbara MOCZAŁA;2486;0.86;2.17;N;K
30;09;PiS;Teresa GLENC;6354;2.19;5.53;T;K
30;10;PiS;Łukasz DWORNIK;1255;0.43;1.09;N;M
30;11;PiS;Łukasz Rufin NOREK;1057;0.36;0.92;N;M
30;12;PiS;Teresa Wiktoria FRENCEL;435;0.15;0.38;N;K
30;13;PiS;Ryszard ZALEWSKI;3341;1.15;2.91;N;M
30;14;PiS;Franciszek MARCOL;1714;0.59;1.49;N;M
30;15;PiS;Mirela Elżbieta SZUTKA;2244;0.77;1.95;N;K
30;16;PiS;Maria Barbara TATURA;1746;0.60;1.52;N;K
30;17;PiS;Andrzej CIOK;1986;0.69;1.73;N;M
30;18;PiS;Marek Fryderyk SZAFRANIEC;3458;1.19;3.01;N;M
30;01;SLD;Patryk KOSELA;3586;1.24;20.85;N;M
30;02;SLD;Łukasz Marcin KOHUT;5397;1.86;31.38;N;M
30;03;SLD;Piotr Sylwester CHMIELOWSKI;979;0.34;5.69;N;M
30;04;SLD;Grażyna Bogusława GRAŚ;1583;0.55;9.20;N;K
30;05;SLD;Katarzyna Natalia KENDŻI;258;0.09;1.50;N;K
30;06;SLD;Józef Bronisław KOWOL;772;0.27;4.49;N;M
30;07;SLD;Tadeusz Antoni PRUSZKOWSKI;250;0.09;1.45;N;M
30;08;SLD;Andrzej Stanisław KWAŚNIEWSKI;616;0.21;3.58;N;M
30;09;SLD;Justyna Marta GABZDYL;211;0.07;1.23;N;K
30;10;SLD;Juliusz Zbigniew MOHUCZY-WACHOWSKI;83;0.03;0.48;N;M
30;11;SLD;Piotr SOBALA;723;0.25;4.20;N;M
30;12;SLD;Agnieszka Maria BIAŁAS;400;0.14;2.33;N;K
30;13;SLD;Monika PRZYWOJSKA;130;0.04;0.76;N;K
30;14;SLD;Patrycja Krystyna SZCZYGIEŁ;228;0.08;1.33;N;K
30;15;SLD;Zdzisław KRZAK;226;0.08;1.31;N;M
30;16;SLD;Monika Bożena ZAWADZKA;382;0.13;2.22;N;K
30;17;SLD;Romuald PAKUL;73;0.03;0.42;N;M
30;18;SLD;Marian Franciszek JAROSZ;1304;0.45;7.58;N;M
31;01;PO;Marian ZEMBALA;53610;13.04;45.95;T;M
31;02;PO;Tomasz Kazimierz TOMCZYKIEWICZ;10814;2.63;9.27;T;M
31;03;PO;Danuta Róża PIETRASZEWSKA;11222;2.73;9.62;T;K
31;04;PO;Elżbieta Apolonia PIERZCHAŁA;4694;1.14;4.02;N;K
31;05;PO;Marek Krzysztof WÓJCIK;8028;1.95;6.88;T;M
31;06;PO;Wojciech Piotr KRÓL;7465;1.82;6.40;T;M
31;07;PO;Jan Antoni RZYMEŁKA;3535;0.86;3.03;N;M
31;08;PO;Mariola Barbara SZULC;1215;0.30;1.04;N;K
31;09;PO;Andrzej Jerzy GOŚCINIAK;1091;0.27;0.94;N;M
31;10;PO;Ewa Edyta KOŁODZIEJ;5745;1.40;4.92;N;K
31;11;PO;Krzysztof Marek ŁAZIKIEWICZ;1139;0.28;0.98;N;M
31;12;PO;Zygmunt Konrad KLOSA;1024;0.25;0.88;N;M
31;13;PO;Anna BRZESKA;773;0.19;0.66;N;K
31;14;PO;Sebastian Norbert WARZECHA;441;0.11;0.38;N;M
31;15;PO;Michał Józef ŚLIWIOK;243;0.06;0.21;N;M
31;16;PO;Michał Ryszard KASPERCZYK;971;0.24;0.83;N;M
31;17;PO;Zenon Eugeniusz ŁUCZAK;512;0.12;0.44;N;M
31;18;PO;Michał Adam WOJCIESZEK;212;0.05;0.18;N;M
31;19;PO;Konrad Roman KAWELCZYK;142;0.03;0.12;N;M
31;20;PO;Jarosław Łukasz WICHURA;553;0.13;0.47;N;M
31;21;PO;Ewa Anna GĘBICKA-MATUSZ;352;0.09;0.30;N;K
31;22;PO;Ewa Ludmira MARCIŃCZAK;244;0.06;0.21;N;K
31;23;PO;Wioletta Janina TKOCZ;707;0.17;0.61;N;K
31;24;PO;Aleksandra Joanna GAJEWSKA;1926;0.47;1.65;N;K
31;01;PSL;Jerzy Marek ZIĘTEK;1509;0.37;37.13;N;M
31;02;PSL;Leszek Stanisław BONIEWSKI;276;0.07;6.79;N;M
31;03;PSL;Jacek Karol JELEŃ;263;0.06;6.47;N;M
31;04;PSL;Beata Monika MOROŃ;210;0.05;5.17;N;K
31;05;PSL;Tomasz Jan ŻABIŃSKI;117;0.03;2.88;N;M
31;06;PSL;Adam Józef PNIOK;190;0.05;4.68;N;M
31;07;PSL;Andrzej Michał LACH;96;0.02;2.36;N;M
31;08;PSL;Katarzyna Jadwiga ŁAWIŃSKA;102;0.02;2.51;N;K
31;09;PSL;Julitta SAMOLEJ;62;0.02;1.53;N;K
31;10;PSL;Justyna Barbara CICHOŃ;124;0.03;3.05;N;K
31;11;PSL;Dariusz Józef MACIĄG;54;0.01;1.33;N;M
31;12;PSL;Agnieszka Halina GILETIUK;51;0.01;1.25;N;K
31;13;PSL;Przemysław Roman SOCHACKI;40;0.01;0.98;N;M
31;14;PSL;Jadwiga Sabina STALMACH;63;0.02;1.55;N;K
31;15;PSL;Beata Wiktoria MOZLER;36;0.01;0.89;N;K
31;16;PSL;Krystyna Anna PALEJ;45;0.01;1.11;N;K
31;17;PSL;Janusz REDEŁKIEWICZ;25;0.01;0.62;N;M
31;18;PSL;Mirosław CHRZĄSZCZ;36;0.01;0.89;N;M
31;19;PSL;Alojzy Roman BARON;36;0.01;0.89;N;M
