okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
41;18;PSL;Joanna STASIAK;255;0.07;1.73;N;K
41;19;PSL;Lilia Julia ŁAWICKA;263;0.07;1.78;N;K
41;20;PSL;Andrzej Zdzisław DURKA;397;0.10;2.69;N;M
41;21;PSL;Anna NOWAK;559;0.15;3.78;N;K
41;22;PSL;Anna Agnieszka MATUSZEWSKA;331;0.09;2.24;N;K
41;23;PSL;Eugeniusz JASIEWICZ;355;0.09;2.40;N;M
41;24;PSL;Damian SIMIŃSKI;917;0.24;6.21;N;M
41;01;PiS;Joachim Stanisław BRUDZIŃSKI;46918;12.33;42.38;T;M
41;02;PiS;Leszek DOBRZYŃSKI;8738;2.30;7.89;T;M
41;03;PiS;Artur Lesław SZAŁABAWKA;7024;1.85;6.35;T;M
41;04;PiS;Michał JACH;6183;1.62;5.59;T;M
41;05;PiS;Halina Barbara SZYMAŃSKA;5240;1.38;4.73;N;K
41;06;PiS;Krzysztof Piotr ZAREMBA;7857;2.06;7.10;T;M
41;07;PiS;Rafał Marek MUCHA;5000;1.31;4.52;N;M
41;08;PiS;Agnieszka Janina STÓJ;2840;0.75;2.57;N;K
41;09;PiS;Mariusz Roman RÓŻYCKI;2109;0.55;1.91;N;M
41;10;PiS;Magdalena ZARĘBSKA-KULESZA;1382;0.36;1.25;N;K
41;11;PiS;Grzegorz Czesław BURCZA;1973;0.52;1.78;N;M
41;12;PiS;Maria Romualda BRZOZOWSKA;1910;0.50;1.73;N;K
41;13;PiS;Justyna ŁYJAK;1149;0.30;1.04;N;K
41;14;PiS;Tadeusz Józef JAKUBOWSKI;539;0.14;0.49;N;M
41;15;PiS;Wanda MAZUR;1029;0.27;0.93;N;K
41;16;PiS;Anna Małgorzata KRÓLIKOWSKA;869;0.23;0.79;N;K
41;17;PiS;Agnieszka PRZYBYLSKA;1475;0.39;1.33;N;K
41;18;PiS;Magdalena Maria GRABOWSKA-JÓŹWIAK;794;0.21;0.72;N;K
41;19;PiS;Zbigniew BOGUCKI;1619;0.43;1.46;N;M
41;20;PiS;Agnieszka KURZAWA;1038;0.27;0.94;N;K
41;21;PiS;Aleksandra MUSZYŃSKA;1431;0.38;1.29;N;K
41;22;PiS;Andrzej Tadeusz STRZEBOŃSKI;624;0.16;0.56;N;M
41;23;PiS;Jolanta KAWSZYN;1241;0.33;1.12;N;K
41;24;PiS;Włodzimierz Antoni KOTUNIAK;1715;0.45;1.55;N;M
41;01;SLD;Adam Edward OSTOLSKI;6444;1.69;19.78;N;M
41;02;SLD;Dariusz Krzysztof WIECZOREK;8100;2.13;24.86;N;M
41;03;SLD;Marcin SAMPŁAWSKI;620;0.16;1.90;N;M
41;04;SLD;Bogusława Małgorzata RESZKO-SZYDŁOWSKA;1372;0.36;4.21;N;K
41;05;SLD;Amadou SY;2160;0.57;6.63;N;M
41;06;SLD;Jarosław Cezary WŁODARCZYK;1746;0.46;5.36;N;M
41;07;SLD;Ewa Izabela KOŚ;1268;0.33;3.89;N;K
41;08;SLD;Kazimierz LEMBAS;1583;0.42;4.86;N;M
41;09;SLD;Maria ŚWIERCZEK;672;0.18;2.06;N;K
41;10;SLD;Hanna BYRCZAK;280;0.07;0.86;N;K
41;11;SLD;Ewa Wanda SYRENICZ-TRYBURSKA;458;0.12;1.41;N;K
41;12;SLD;Andrzej Tadeusz GIZA;289;0.08;0.89;N;M
41;13;SLD;Monika Magdalena BLUMENSZTEJN-CZERWIŃSKA;266;0.07;0.82;N;K
41;14;SLD;Sasza Radosław KORDZIELEWSKI;166;0.04;0.51;N;K
41;15;SLD;Magdalena Elżbieta OBUCHOWICZ;568;0.15;1.74;N;K
41;16;SLD;Bogdan Radosław SZEPIŁŁO;90;0.02;0.28;N;M
41;17;SLD;Barbara Wanda ZBOROWSKA;460;0.12;1.41;N;K
41;18;SLD;Tomasz Władysław KOWALCZYK;254;0.07;0.78;N;M
41;19;SLD;Ewa SOBIERAJSKA;580;0.15;1.78;N;K
41;20;SLD;Hubert Marcin LECHOWSKI;344;0.09;1.06;N;M
41;21;SLD;Elżbieta Janina SUCHARZEWSKA;489;0.13;1.50;N;K
41;22;SLD;Magdalena Marta MANGOLD;223;0.06;0.68;N;K
41;23;SLD;Małgorzata Katarzyna ŚMIGIELSKA-MATULANIEC;644;0.17;1.98;N;K
41;24;SLD;Dawid Wojciech KRYSTEK;3508;0.92;10.77;N;M
5;01;PO;Arkadiusz MYRCHA;13400;3.70;14.34;T;M
5;02;PO;Tomasz LENZ;21323;5.88;22.82;T;M
5;03;PO;Barbara Ewa MORACZEWSKA;6160;1.70;6.59;N;K
5;04;PO;Grzegorz KARPIŃSKI;5915;1.63;6.33;N;M
5;05;PO;Domicela Katarzyna KOPACZEWSKA;6736;1.86;7.21;N;K
5;06;PO;Antoni MĘŻYDŁO;9285;2.56;9.94;T;M
5;07;PO;Lotfi MANSOUR;1944;0.54;2.08;N;M
5;08;PO;Wojciech Józef WOŹNY;1909;0.53;2.04;N;M
5;09;PO;Dorota ŁAŃCUCKA;1144;0.32;1.22;N;K
5;10;PO;Jacek KUŹNIEWICZ;2909;0.80;3.11;N;M
5;11;PO;Anna Łucja KUPCZYK;1471;0.41;1.57;N;K
5;12;PO;Jacek SOBORSKI;1385;0.38;1.48;N;M
5;13;PO;Marek BRUZDOWICZ;1058;0.29;1.13;N;M
5;14;PO;Mirosław Roman GRACZYK;1610;0.44;1.72;N;M
5;15;PO;Przemysław Grzegorz MÜNNICH;139;0.04;0.15;N;M
5;16;PO;Roman Stefan TASARZ;608;0.17;0.65;N;M
5;17;PO;Iwona JAŁOSZYŃSKA;767;0.21;0.82;N;K
5;18;PO;Jakub LISOWSKI;419;0.12;0.45;N;M
5;19;PO;Magdalena Katarzyna PATALON;643;0.18;0.69;N;K
5;20;PO;Franciszek Andrzej KAWSKI;845;0.23;0.90;N;M
5;21;PO;Joanna SIEMIANOWSKA;936;0.26;1.00;N;K
5;22;PO;Jerzy KOWALSKI;822;0.23;0.88;N;M
5;23;PO;Bogumiła Mirosława ZUŻEWICZ;344;0.09;0.37;N;K
5;24;PO;Karolina JANICKA;662;0.18;0.71;N;K
5;25;PO;Danuta Maria RAK;599;0.17;0.64;N;K
5;26;PO;Tomasz Józef SZYMAŃSKI;10399;2.87;11.13;T;M
5;01;PSL;Zbigniew SOSNOWSKI;7230;1.99;29.54;T;M
5;02;PSL;Krzysztof BARANOWSKI;4709;1.30;19.24;N;M
5;03;PSL;Andrzej Ignacy GROSS;2184;0.60;8.92;N;M
5;04;PSL;Edyta Lidia ZAKRZEWSKA;1335;0.37;5.45;N;K
5;05;PSL;Andrzej Antoni GRABOWSKI;1109;0.31;4.53;N;M
5;06;PSL;Piotr DEPTA;580;0.16;2.37;N;M
5;07;PSL;Ewa Sławomira KIERZKOWSKA;458;0.13;1.87;N;K
5;08;PSL;Zbigniew ZGÓRZYŃSKI;462;0.13;1.89;N;M
5;09;PSL;Anna PASTUSZKA;381;0.11;1.56;N;K
5;10;PSL;Piotr Tomasz KWIATKOWSKI;269;0.07;1.10;N;M
5;11;PSL;Małgorzata JANKOWSKA;423;0.12;1.73;N;K
5;12;PSL;Zbigniew Jerzy OLECH;259;0.07;1.06;N;M
5;13;PSL;Krzysztof Piotr POKORA;316;0.09;1.29;N;M
5;14;PSL;Józef Stanisław PODYMA;196;0.05;0.80;N;M
5;15;PSL;Marcin Łukasz PIENIĄŻEK;233;0.06;0.95;N;M
5;16;PSL;Krzysztof CZARNECKI;327;0.09;1.34;N;M
5;17;PSL;Violetta STERNICKA;224;0.06;0.92;N;K
5;18;PSL;Danuta Ewa WARSZAWSKA;333;0.09;1.36;N;K
5;19;PSL;Mariusz BORKOWSKI;580;0.16;2.37;N;M
5;20;PSL;Katarzyna BUŁKOWSKA;223;0.06;0.91;N;K
5;21;PSL;Anna Maria KUBCZAK-KOSICKA;89;0.02;0.36;N;K
5;22;PSL;Barbara Genowefa KORNASZEWSKA-KALISZ;170;0.05;0.69;N;K
5;23;PSL;Borys KRZYWKA;144;0.04;0.59;N;M
5;24;PSL;Mariola RYBKA;553;0.15;2.26;N;K
5;25;PSL;Piotr Krzysztof WRZESIŃSKI;257;0.07;1.05;N;M
5;26;PSL;Roman GOŁĘBIEWSKI;1432;0.40;5.85;N;M
5;01;PiS;Krzysztof CZABAŃSKI;16546;4.56;13.60;T;M
5;02;PiS;Iwona Krystyna MICHAŁEK;7485;2.06;6.15;T;K
5;03;PiS;Łukasz ZBONIKOWSKI;8949;2.47;7.35;T;M
5;04;PiS;Anna Elżbieta SOBECKA;16269;4.49;13.37;T;K
5;05;PiS;Jan Krzysztof ARDANOWSKI;18366;5.07;15.09;T;M
5;06;PiS;Marzenna Stefania DRAB;6777;1.87;5.57;N;K
5;07;PiS;Mariusz Piotr KAŁUŻNY;3699;1.02;3.04;N;M
5;08;PiS;Wojciech Lech KOWALSKI;2134;0.59;1.75;N;M
5;09;PiS;Ryszard Władysław BOROWSKI;3254;0.90;2.67;N;M
5;10;PiS;Jan KOWALSKI;5385;1.49;4.42;N;M
5;11;PiS;Monika Ewa KALINOWSKA;3288;0.91;2.70;N;K
5;12;PiS;Grzegorz PIASECKI;1660;0.46;1.36;N;M
5;13;PiS;Stanisław Piotr BUDZYŃSKI;4573;1.26;3.76;N;M
5;14;PiS;Jolanta ZIELIŃSKA;1464;0.40;1.20;N;K
5;15;PiS;Sławomir Andrzej SZYMAŃSKI;2878;0.79;2.36;N;M
5;16;PiS;Jerzy Marian NADOLSKI;668;0.18;0.55;N;M
5;17;PiS;Joanna Beata BOROWIAK;8292;2.29;6.81;T;K
5;18;PiS;Bożena NADWORNA;860;0.24;0.71;N;K
5;19;PiS;Anna Anita SIUDZIŃSKA;460;0.13;0.38;N;K
5;20;PiS;Anna ŚLEDZIŃSKA-BĘDKOWSKA;826;0.23;0.68;N;K
5;21;PiS;Robert SZAŁCZYŃSKI;693;0.19;0.57;N;M
5;22;PiS;Jacek ZAJĄKAŁA;1148;0.32;0.94;N;M
5;23;PiS;Łukasz Szymon KLIMEK;799;0.22;0.66;N;M
5;24;PiS;Magdalena WILCZEWSKA;555;0.15;0.46;N;K
5;25;PiS;Natalia Ewa GILEWICZ;632;0.17;0.52;N;K
5;26;PiS;Jacek KOWALSKI;4043;1.12;3.32;N;M
5;01;SLD;Jerzy Jan WENDERLICH;25365;7.00;65.03;N;M
5;02;SLD;Maciej WYDRZYŃSKI;1444;0.40;3.70;N;M
5;03;SLD;Stanisław PAWLAK;5302;1.46;13.59;N;M
5;04;SLD;Elżbieta Aleksandra OLSZEWSKA;1204;0.33;3.09;N;K
5;05;SLD;Tobiasz Marek KOBYŁECKI;339;0.09;0.87;N;M
5;06;SLD;Tomasz Andrzej TAFELSKI;650;0.18;1.67;N;M
5;07;SLD;Henryka ZAWADZKA;477;0.13;1.22;N;K
5;08;SLD;Ewelina Magdalena MAIER;338;0.09;0.87;N;K
5;09;SLD;Przemysław MOŻDŻEŃ;155;0.04;0.40;N;M
5;10;SLD;Łukasz MARKUSZEWSKI;267;0.07;0.68;N;M
5;11;SLD;Jerzy ZAWADZKI;265;0.07;0.68;N;M
5;12;SLD;Agnieszka JEŻEWSKA;293;0.08;0.75;N;K
5;13;SLD;Ryszard Władysław KAMIŃSKI;152;0.04;0.39;N;M
5;14;SLD;Łukasz BARTNICKI;188;0.05;0.48;N;M
5;15;SLD;Marian Albin FILIPIAK;85;0.02;0.22;N;M
5;16;SLD;Arletta ŻEBROWSKI;160;0.04;0.41;N;K
5;17;SLD;Anna Zofia TURSKA;188;0.05;0.48;N;K
5;18;SLD;Aleksandra Bożena SZLENDAK;198;0.05;0.51;N;K
5;19;SLD;Sebastian Maciej OLEWIŃSKI;223;0.06;0.57;N;M
5;20;SLD;Bożena BIEGNIEWSKA;169;0.05;0.43;N;K
5;21;SLD;Maria Weronika JANSSEN-CZAJA;147;0.04;0.38;N;K
5;22;SLD;Piotr MALINOWSKI;186;0.05;0.48;N;M
5;23;SLD;Radosław Daniel FALSZEWSKI;59;0.02;0.15;N;M
5;24;SLD;Katarzyna Ewa HAPKA;241;0.07;0.62;N;K
5;25;SLD;Izabela Marta KAZIMIERCZAK;143;0.04;0.37;N;K
5;26;SLD;Martyna BORKOWICZ;765;0.21;1.96;N;K
6;01;PO;Joanna MUCHA;43459;8.91;53.72;T;K
6;02;PO;Włodzimierz Witold KARPIŃSKI;10260;2.10;12.68;T;M
6;03;PO;Magdalena Ewa GĄSIOR-MAREK;4131;0.85;5.11;N;K
6;04;PO;Wojciech WILK;6348;1.30;7.85;T;M
6;05;PO;Urszula BANCERZ;2900;0.59;3.59;N;K
6;06;PO;Marta Anna WCISŁO;3561;0.73;4.40;N;K
6;07;PO;Bożena Grażyna LISOWSKA;1261;0.26;1.56;N;K
6;08;PO;Waldemar Franciszek BIAŁOWĄS;1345;0.28;1.66;N;M
6;09;PO;Janusz POŻAK;1850;0.38;2.29;N;M
6;10;PO;Adam Jerzy WASILEWSKI;676;0.14;0.84;N;M
6;11;PO;Krzysztof BOJARSKI;719;0.15;0.89;N;M
6;12;PO;Zbigniew Wiktor JURKOWSKI;1024;0.21;1.27;N;M
6;13;PO;Magdalena DOBROSIELSKA;113;0.02;0.14;N;K
6;14;PO;Irena Marianna CHOLEWIŃSKA;125;0.03;0.15;N;K
6;15;PO;Wojciech Józef MALESSA;70;0.01;0.09;N;M
6;16;PO;Ayman AL KUSAYER;182;0.04;0.22;N;M
6;17;PO;Celina Waleria STASIAK;412;0.08;0.51;N;K
6;18;PO;Rafał Krzysztof ŻOŁYNIA;60;0.01;0.07;N;M
6;19;PO;Monika KULKA;321;0.07;0.40;N;K
6;20;PO;Teresa Maria SĘK;151;0.03;0.19;N;K
6;21;PO;Marzena Wioletta DOROSZUK-MAJ;145;0.03;0.18;N;K
6;22;PO;Mariusz CIELICA;84;0.02;0.10;N;M
6;23;PO;Marcin PISULA;367;0.08;0.45;N;M
6;24;PO;Łukasz Cezary WERENGOWSKI;87;0.02;0.11;N;M
6;25;PO;Justyna Monika ZAWROTNIAK-BOGUSZ;73;0.01;0.09;N;K
6;26;PO;Ewelina LEMPARTY;103;0.02;0.13;N;K
6;27;PO;Krzysztof ŁĄTKA;216;0.04;0.27;N;M
6;28;PO;Paweł Ryszard MAMIŃSKI;162;0.03;0.20;N;M
6;29;PO;Daria Katarzyna BANASIK;186;0.04;0.23;N;K
6;30;PO;Mariusz SIEMBIDA;501;0.10;0.62;N;M
6;01;PSL;Jan Zbigniew ŁOPATA;7750;1.59;20.54;T;M
6;02;PSL;Henryk Józef SMOLARZ;5686;1.17;15.07;N;M
6;03;PSL;Marian Roman STAROWNIK;2808;0.58;7.44;N;M
6;04;PSL;Piotr Sławomir RZETELSKI;2487;0.51;6.59;N;M
6;05;PSL;Marek KOS;3183;0.65;8.44;N;M
6;06;PSL;Leszek Jan ŚWIĘTOCHOWSKI;2870;0.59;7.61;N;M
6;07;PSL;Zenon Jerzy RODZIK;1408;0.29;3.73;N;M
6;08;PSL;Hanna Barbara CZERSKA-GĄSIEWSKA;2212;0.45;5.86;N;K
6;09;PSL;Roman Władysław CHOLEWA;630;0.13;1.67;N;M
6;10;PSL;Dariusz Stanisław KOŁODZIEJCZYK;1313;0.27;3.48;N;M
6;11;PSL;Andrzej BIEŃKO;607;0.12;1.61;N;M
6;12;PSL;Maria SZCZOTKA;183;0.04;0.48;N;K
6;13;PSL;Monika Urszula WIELGÓRSKA;273;0.06;0.72;N;K
6;14;PSL;Andrzej Wiesław KITA;258;0.05;0.68;N;M
6;15;PSL;Elżbieta ROLA;268;0.05;0.71;N;K
6;16;PSL;Wioletta Jadwiga WILKOS;196;0.04;0.52;N;K
6;17;PSL;Iwona GIZA;389;0.08;1.03;N;K
6;18;PSL;Jan SĘK;101;0.02;0.27;N;M
6;19;PSL;Elżbieta Maria BRZUCH;189;0.04;0.50;N;K
6;20;PSL;Beata Dorota WOROSZYŁO;422;0.09;1.12;N;K
6;21;PSL;Anna Jolanta AUGUSTYNIAK;669;0.14;1.77;N;K
6;22;PSL;Renata Jolanta KASPRZAK;160;0.03;0.42;N;K
6;23;PSL;Małgorzata BUJAK;260;0.05;0.69;N;K
6;24;PSL;Arkadiusz MAŁECKI;489;0.10;1.30;N;M
6;25;PSL;Magdalena MISIASZEK;290;0.06;0.77;N;K
6;26;PSL;Jarosław SZLENDAK;811;0.17;2.15;N;M
6;27;PSL;Krzysztof Wojciech STĘPNIAK;513;0.11;1.36;N;M
6;28;PSL;Mirosław KORBUT;74;0.02;0.20;N;M
6;29;PSL;Elżbieta SEREDYN;1234;0.25;3.27;N;K
6;01;PiS;Elżbieta Małgorzata KRUK;43432;8.91;18.72;T;K
6;02;PiS;Krzysztof Stefan MICHAŁKIEWICZ;15806;3.24;6.81;T;M
6;03;PiS;Gabriela MASŁOWSKA;23287;4.77;10.04;T;K
6;04;PiS;Jarosław Piotr STAWIARSKI;15807;3.24;6.81;T;M
6;05;PiS;Jerzy Feliks BIELECKI;8510;1.74;3.67;T;M
6;06;PiS;Krzysztof SZULOWSKI;9019;1.85;3.89;T;M
6;07;PiS;Lech Stanisław SPRAWKA;15713;3.22;6.77;T;M
6;08;PiS;Krzysztof GŁUCHOWSKI;9924;2.03;4.28;T;M
6;09;PiS;Artur SOBOŃ;16643;3.41;7.17;T;M
6;10;PiS;Sylwester Karol TUŁAJEW;17289;3.54;7.45;T;M
6;11;PiS;Zdzisław Zbigniew PODKAŃSKI;6452;1.32;2.78;N;M
6;12;PiS;Bogna Maria BENDER-MOTYKA;2140;0.44;0.92;N;K
6;13;PiS;Marcin WIECZOREK;2687;0.55;1.16;N;M
6;14;PiS;Ewa ZYBAŁA;3118;0.64;1.34;N;K
6;15;PiS;Lech Zbigniew TOR;1470;0.30;0.63;N;M
6;16;PiS;Henryk DUDZIAK;2293;0.47;0.99;N;M
6;17;PiS;Sławomir SKWAREK;7509;1.54;3.24;N;M
6;18;PiS;Maria Bernadeta STACHOWICZ-CIOCZEK;1120;0.23;0.48;N;K
6;19;PiS;Daniel CHUDEK;2073;0.43;0.89;N;M
6;20;PiS;Sylwia Ewa PISAREK-PIOTROWSKA;936;0.19;0.40;N;K
6;21;PiS;Marek Grzegorz WOJCIECHOWSKI;7060;1.45;3.04;N;M
6;22;PiS;Katarzyna KUBIŚ;1347;0.28;0.58;N;K
6;23;PiS;Adam Krzysztof KAŁASKA;3388;0.69;1.46;N;M
6;24;PiS;Agnieszka Beata LENART;1129;0.23;0.49;N;K
6;25;PiS;Aneta Maria PASTUSZAK;944;0.19;0.41;N;K
6;26;PiS;Jarema Maciej PAPROCKI;1001;0.21;0.43;N;K
6;27;PiS;Anna Aleksandra ROMAŃCZUK;481;0.10;0.21;N;K
6;28;PiS;Dorota SKRZAT;1079;0.22;0.47;N;K
6;29;PiS;Ryszard Marek MAJKOWSKI;2973;0.61;1.28;N;M
6;30;PiS;Grzegorz MUSZYŃSKI;7384;1.51;3.18;N;M
6;01;SLD;Janusz Marian PALIKOT;15115;3.10;51.81;N;M
6;02;SLD;Jacek Andrzej CZERNIAK;6017;1.23;20.63;N;M
6;03;SLD;Zofia POPIOŁEK;1128;0.23;3.87;N;K
6;04;SLD;Adam Andrzej KALBARCZYK;948;0.19;3.25;N;M
6;05;SLD;Władysław ŚWIĘTOCHOWSKI;882;0.18;3.02;N;M
6;06;SLD;Małgorzata Irena WOŁOSZCZUK;216;0.04;0.74;N;K
6;07;SLD;Krystyna Stanisława SPRAWKA;470;0.10;1.61;N;K
6;08;SLD;Natalia DUDEK;456;0.09;1.56;N;K
6;09;SLD;Agata Alicja CZARNACKA;264;0.05;0.90;N;K
6;10;SLD;Andrzej Adam FORNAL;381;0.08;1.31;N;M
6;11;SLD;Janusz Kazimierz RÓŻYCKI;137;0.03;0.47;N;M
6;12;SLD;Bartłomiej GĄSIOR;85;0.02;0.29;N;M
6;13;SLD;Monika DROZD;258;0.05;0.88;N;K
6;14;SLD;Paulina Agata JÓZEFOWICZ;82;0.02;0.28;N;K
6;15;SLD;Teresa Zofia RAUNER;146;0.03;0.50;N;K
6;16;SLD;Tomasz Przemysław STRZELCZYK;32;0.01;0.11;N;M
6;17;SLD;Jolanta Izabela WOJCIECHOWSKA;181;0.04;0.62;N;K
6;18;SLD;Anna PYSZNIAK;143;0.03;0.49;N;K
6;19;SLD;Adrian STĘPNIAK;61;0.01;0.21;N;M
6;20;SLD;Henryka MACIEJEWSKA;36;0.01;0.12;N;K
6;21;SLD;Sławomir Marceli WÓJCIK;142;0.03;0.49;N;M
6;22;SLD;Monika Justyna SZALAST;151;0.03;0.52;N;K
6;23;SLD;Mieczysław MŁODAWSKI;65;0.01;0.22;N;M
6;24;SLD;Beata Irena CZAPLA;121;0.02;0.41;N;K
6;25;SLD;Jeremi Krzysztof KARWOWSKI;125;0.03;0.43;N;M
6;26;SLD;Mariusz KUŚ;322;0.07;1.10;N;M
6;27;SLD;Leszek Janusz BISKUP;73;0.01;0.25;N;M
6;28;SLD;Przemysław Tomasz KOWALCZYK;150;0.03;0.51;N;M
6;29;SLD;Małgorzata Elżbieta SADURSKA;985;0.20;3.38;N;K
7;01;PO;Grzegorz Artur RANIEWICZ;10485;3.09;25.07;T;M
7;02;PO;Stanisław ŻMIJAN;7135;2.10;17.06;T;M
7;03;PO;Mariusz GRAD;6048;1.78;14.46;N;M
7;04;PO;Marta Ewa FYK;1004;0.30;2.40;N;K
7;05;PO;Małgorzata PĘDZIŃSKA;645;0.19;1.54;N;K
7;06;PO;Wojciech Grzegorz SOSNOWSKI;2786;0.82;6.66;N;M
7;07;PO;Marek POZNAŃSKI;2887;0.85;6.90;N;M
7;08;PO;Marek LIPIEC;1087;0.32;2.60;N;M
7;09;PO;Zdzisław CHMIELARZ;559;0.16;1.34;N;M
7;10;PO;Jerzy WRZESIEŃ;719;0.21;1.72;N;M
7;11;PO;Urszula KRYJAK;241;0.07;0.58;N;K
7;12;PO;Magdalena STAŁĘGA;203;0.06;0.49;N;K
7;13;PO;Jarosław Bartłomiej MALUHA;751;0.22;1.80;N;M
7;14;PO;Karol Piotr DOŁĘGA;156;0.05;0.37;N;M
7;15;PO;Tomasz Dominik CZYŻEWSKI;274;0.08;0.66;N;M
7;16;PO;Aneta Izabela TYWONIUK-MAŁYSZ;309;0.09;0.74;N;K
7;17;PO;Anna Małgorzata KOWALCZYK;431;0.13;1.03;N;K
7;18;PO;Tomasz Wojciech ANTONIUK;335;0.10;0.80;N;M
7;19;PO;Krzysztof Mirosław KOWALCZYK;299;0.09;0.71;N;M
7;20;PO;Joanna Barbara ĆWIKŁA;382;0.11;0.91;N;K
7;21;PO;Lidia Janina STANISŁAWEK;504;0.15;1.21;N;K
7;22;PO;Dorota Teresa ADAMCZYK;536;0.16;1.28;N;K
7;23;PO;Katarzyna Maria SOKALUK-ROMANÓW;126;0.04;0.30;N;K
7;24;PO;Józef BERGIER;3921;1.15;9.38;N;M
7;01;PSL;Genowefa TOKARSKA;4606;1.36;11.91;T;K
7;02;PSL;Franciszek Jerzy STEFANIUK;3051;0.90;7.89;N;M
7;03;PSL;Arkadiusz Tomasz BRATKOWSKI;3596;1.06;9.29;N;M
7;04;PSL;Tadeusz SŁAWECKI;4553;1.34;11.77;N;M
7;05;PSL;Janusz Krzysztof SZPAK;3169;0.93;8.19;N;M
7;06;PSL;Józef Jan KUROPATWA;2293;0.68;5.93;N;M
7;07;PSL;Zdzisława Bożena DENISZCZUK;2125;0.63;5.49;N;K
7;08;PSL;Dorota Łucja FORNALSKA;257;0.08;0.66;N;K
7;09;PSL;Piotr WYSOCKI;511;0.15;1.32;N;M
7;10;PSL;Janusz HORDEJUK;642;0.19;1.66;N;M
7;11;PSL;Wiesław Marian RÓŻYŃSKI;3008;0.89;7.77;N;M
7;12;PSL;Adam PANASIUK;1241;0.37;3.21;N;M
7;13;PSL;Jarosław WÓJCICKI;599;0.18;1.55;N;M
7;14;PSL;Andrzej Antoni CZAPSKI;767;0.23;1.98;N;M
7;15;PSL;Jan Franciszek KOWALCZYK;2451;0.72;6.34;N;M
7;16;PSL;Grażyna Bożena BOLEWSKA;83;0.02;0.21;N;K
7;17;PSL;Agnieszka SĘCZYK;573;0.17;1.48;N;K
7;18;PSL;Jerzy DERKACZ;597;0.18;1.54;N;M
7;19;PSL;Edyta Barbara FIDECKA;196;0.06;0.51;N;K
7;20;PSL;Katarzyna SKOWRON;237;0.07;0.61;N;K
7;21;PSL;Przemysław LITWINIUK;2489;0.73;6.43;N;M
7;22;PSL;Barbara SKWARYŁO-BEDNARZ;229;0.07;0.59;N;K
7;23;PSL;Elżbieta Katarzyna MITERKA;189;0.06;0.49;N;K
7;24;PSL;Stanisław MISZTAL;1227;0.36;3.17;N;M
7;01;PiS;Beata MAZUREK;30365;8.94;18.61;T;K
7;02;PiS;Sławomir ZAWIŚLAK;25236;7.43;15.47;T;M
7;03;PiS;Jan Włodzimierz SZEWCZAK;7863;2.31;4.82;T;M
7;04;PiS;Marcin Kamil DUSZEK;12783;3.76;7.84;T;M
7;05;PiS;Teresa HAŁAS;6451;1.90;3.95;T;K
7;06;PiS;Wiesław Roman HOLACZUK;4466;1.31;2.74;N;M
7;07;PiS;Maria GMYZ;5070;1.49;3.11;N;K
7;08;PiS;Piotr OLSZÓWKA;8174;2.41;5.01;T;M
7;09;PiS;Agata BOROWIEC;17183;5.06;10.53;T;K
7;10;PiS;Lucjan CICHOSZ;4828;1.42;2.96;N;M
7;11;PiS;Tomasz Andrzej ZIELIŃSKI;5344;1.57;3.28;N;M
7;12;PiS;Lech Stanisław SZOPIŃSKI;2501;0.74;1.53;N;M
7;13;PiS;Jerzy Ryszard SZWAJ;4086;1.20;2.50;N;M
7;14;PiS;Jakub Michał BANASZEK;3630;1.07;2.23;N;M
7;15;PiS;Barbara Aldona BARSZCZEWSKA;2235;0.66;1.37;N;K
7;16;PiS;Robert MAZUREK;4593;1.35;2.82;N;M
7;17;PiS;Halina CZARNECKA;826;0.24;0.51;N;K
7;18;PiS;Jerzy KWIATKOWSKI;679;0.20;0.42;N;M
7;19;PiS;Anna Maria SUBOCZ-CHACHUŁA;769;0.23;0.47;N;K
7;20;PiS;Agnieszka SKUBIS-RAFALSKA;1628;0.48;1.00;N;K
7;21;PiS;Zdzisław SZWED;1045;0.31;0.64;N;M
7;22;PiS;Franciszek Wiesław KAWA;1534;0.45;0.94;N;M
7;23;PiS;Małgorzata Sylwia SUSZCZYŃSKA;1333;0.39;0.82;N;K
7;24;PiS;Adam Krzysztof ABRAMOWICZ;10500;3.09;6.44;T;M
7;01;SLD;Riad HAIDAR;11475;3.38;47.49;N;M
7;02;SLD;Michał KABACIŃSKI;2399;0.71;9.93;N;M
7;03;SLD;Gertruda Gabriela MIAROWSKA;1916;0.56;7.93;N;K
7;04;SLD;Marian Jan LIPCZUK;1602;0.47;6.63;N;M
7;05;SLD;Józef Ryszard ŁABA;565;0.17;2.34;N;M
7;06;SLD;Łucja Jadwiga PAMULSKA;718;0.21;2.97;N;K
7;07;SLD;Tomasz TYLUS;788;0.23;3.26;N;M
7;08;SLD;Mirosław Krzysztof BLACHA;599;0.18;2.48;N;M
7;09;SLD;Maciej Karol PODLEWSKI;219;0.06;0.91;N;M
7;10;SLD;Aleksandra GRYŹLAK;187;0.06;0.77;N;K
7;11;SLD;Tomasz BEDNARZ;578;0.17;2.39;N;M
7;12;SLD;Iwona Anna STASZCZAK;232;0.07;0.96;N;K
7;13;SLD;Wojciech FRĘCHOWICZ;143;0.04;0.59;N;M
7;14;SLD;Marta Katarzyna DZIUBA;201;0.06;0.83;N;K
7;15;SLD;Piotr GWIZDAŁA;257;0.08;1.06;N;M
